schedule,n_seeds,balance_error_mean,balance_error_std,balance_error_sem,balance_error_n,classifier_confidence_mean,classifier_confidence_std,classifier_confidence_sem,classifier_confidence_n,coverage_m_mean,coverage_m_std,coverage_m_sem,coverage_m_n,coverage_phi_mean,coverage_phi_std,coverage_phi_sem,coverage_phi_n,density_phi_mean,density_phi_std,density_phi_sem,density_phi_n,expected_s_mean,expected_s_std,expected_s_sem,expected_s_n,expected_s_norm_mean,expected_s_norm_std,expected_s_norm_sem,expected_s_norm_n,fid_phi_mean,fid_phi_std,fid_phi_sem,fid_phi_n,frac_class_0_mean,frac_class_0_std,frac_class_0_sem,frac_class_0_n,high_noise_mse_mean,high_noise_mse_std,high_noise_mse_sem,high_noise_mse_n,kid_phi_mean,kid_phi_std,kid_phi_sem,kid_phi_n,kid_phi_std_mean,kid_phi_std_std,kid_phi_std_sem,kid_phi_std_n,low_noise_mse_mean,low_noise_mse_std,low_noise_mse_sem,low_noise_mse_n,mean_mse_mean,mean_mse_std,mean_mse_sem,mean_mse_n,mean_skill_mean,mean_skill_std,mean_skill_sem,mean_skill_n,precision_phi_mean,precision_phi_std,precision_phi_sem,precision_phi_n,recall_phi_mean,recall_phi_std,recall_phi_sem,recall_phi_n,transition_mse_mean,transition_mse_std,transition_mse_sem,transition_mse_n,transition_skill_mean,transition_skill_std,transition_skill_sem,transition_skill_n
cosine_vp,1,0.038600027561187744,nan,nan,1,0.9669602513313293,nan,nan,1,0.38115,nan,nan,1,0.694,nan,nan,1,0.577,nan,nan,1,0.6371493033271709,nan,nan,1,0.4281974505139063,nan,nan,1,3.778160513866427,nan,nan,1,0.5386000275611877,nan,nan,1,0.0036871181972160496,nan,nan,1,1.1944987702494918,nan,nan,1,0.8562939424204773,nan,nan,1,0.12244898760143448,nan,nan,1,0.05809273909108015,nan,nan,1,0.9419072609089199,nan,nan,1,0.817,nan,nan,1,0.968,nan,nan,1,0.029899294177691143,nan,nan,1,0.9701007058223089,nan,nan,1
linear_vp,1,0.01639997959136963,nan,nan,1,0.9794674515724182,nan,nan,1,0.234475,nan,nan,1,0.8145,nan,nan,1,0.6759000000000001,nan,nan,1,0.4335799257517702,nan,nan,1,0.291388247356496,nan,nan,1,1.6031263393963964,nan,nan,1,0.5163999795913696,nan,nan,1,0.003425535514800097,nan,nan,1,0.6383947247206563,nan,nan,1,0.7701078488104146,nan,nan,1,0.12627590097048702,nan,nan,1,0.05964791101359879,nan,nan,1,0.9403520889864012,nan,nan,1,0.8595,nan,nan,1,0.9695,nan,nan,1,0.030165336715678375,nan,nan,1,0.9698346632843217,nan,nan,1
uniform,1,0.018999993801116943,nan,nan,1,0.9646978378295898,nan,nan,1,0.12781,nan,nan,1,0.6505,nan,nan,1,0.5437000000000001,nan,nan,1,0.2672644483908853,nan,nan,1,0.17961560158093365,nan,nan,1,3.776150856388407,nan,nan,1,0.5189999938011169,nan,nan,1,0.003741285078884924,nan,nan,1,1.2696865529917707,nan,nan,1,0.8794299641566607,nan,nan,1,0.11374022592516507,nan,nan,1,0.054751250438857826,nan,nan,1,0.9452487495611421,nan,nan,1,0.8015,nan,nan,1,0.96,nan,nan,1,0.032144055080910526,nan,nan,1,0.9678559449190894,nan,nan,1
dmsr_normal_s0.5,1,0.29680001735687256,nan,nan,1,0.9428234100341797,nan,nan,1,0.847235,nan,nan,1,0.027,nan,nan,1,0.0569,nan,nan,1,1.260343502641447,nan,nan,1,0.8470163457523474,nan,nan,1,30.979258717285102,nan,nan,1,0.7968000173568726,nan,nan,1,0.16099343591314905,nan,nan,1,5.072917103299228,nan,nan,1,1.589645510087057,nan,nan,1,0.586370290202253,nan,nan,1,0.3220650902483612,nan,nan,1,0.6779349097516387,nan,nan,1,0.213,nan,nan,1,0.1945,nan,nan,1,0.029570044328769047,nan,nan,1,0.9704299556712309,nan,nan,1
dmsr_normal_s1.5,1,0.1290000081062317,nan,nan,1,0.9414152503013611,nan,nan,1,0.54879,nan,nan,1,0.1815,nan,nan,1,0.28290000000000004,nan,nan,1,0.8737917801671888,nan,nan,1,0.5872334954990482,nan,nan,1,11.817046108005199,nan,nan,1,0.6290000081062317,nan,nan,1,0.020208280314417446,nan,nan,1,2.286225511450719,nan,nan,1,0.7929458772563132,nan,nan,1,0.2994652105604901,nan,nan,1,0.14024811051785946,nan,nan,1,0.8597518894821405,nan,nan,1,0.628,nan,nan,1,0.9445,nan,nan,1,0.02924584597349167,nan,nan,1,0.9707541540265083,nan,nan,1
dmsr_normal_s4.0,1,0.030600011348724365,nan,nan,1,0.9697574973106384,nan,nan,1,0.248225,nan,nan,1,0.722,nan,nan,1,0.5790000000000001,nan,nan,1,0.4574775073103387,nan,nan,1,0.30744866434728835,nan,nan,1,2.6325302772715053,nan,nan,1,0.5306000113487244,nan,nan,1,0.0036366643265971694,nan,nan,1,0.8627600781142108,nan,nan,1,0.7728803378120523,nan,nan,1,0.11543172378750409,nan,nan,1,0.05516957770996669,nan,nan,1,0.9448304222900333,nan,nan,1,0.8295,nan,nan,1,0.972,nan,nan,1,0.030436751743157704,nan,nan,1,0.9695632482568423,nan,nan,1
dmsr_laplace_b0.5,1,0.18480002880096436,nan,nan,1,0.9326003193855286,nan,nan,1,0.811355,nan,nan,1,0.0365,nan,nan,1,0.1125,nan,nan,1,1.2072843293872593,nan,nan,1,0.8113578233382496,nan,nan,1,22.00145685971546,nan,nan,1,0.6848000288009644,nan,nan,1,0.02707858422004125,nan,nan,1,3.724901959213103,nan,nan,1,0.7333305485433174,nan,nan,1,0.38288722231107597,nan,nan,1,0.17861571565736084,nan,nan,1,0.8213842843426391,nan,nan,1,0.354,nan,nan,1,0.3815,nan,nan,1,0.029201652544240158,nan,nan,1,0.9707983474557599,nan,nan,1
dmsr_laplace_b1.5,1,0.03579998016357422,nan,nan,1,0.965449333190918,nan,nan,1,0.51776,nan,nan,1,0.6225,nan,nan,1,0.4798,nan,nan,1,0.8292009429586553,nan,nan,1,0.5572661350871823,nan,nan,1,2.930816285917129,nan,nan,1,0.5357999801635742,nan,nan,1,0.003903334498104146,nan,nan,1,0.9010884197581897,nan,nan,1,0.6390303988183056,nan,nan,1,0.13966847802786267,nan,nan,1,0.06551573419856141,nan,nan,1,0.9344842658014386,nan,nan,1,0.792,nan,nan,1,0.9805,nan,nan,1,0.02998475916683674,nan,nan,1,0.9700152408331633,nan,nan,1
dmsr_laplace_b4.0,1,0.06339997053146362,nan,nan,1,0.9597359299659729,nan,nan,1,0.260755,nan,nan,1,0.603,nan,nan,1,0.4861,nan,nan,1,0.47382129453756716,nan,nan,1,0.3184325389052542,nan,nan,1,5.087789565023544,nan,nan,1,0.5633999705314636,nan,nan,1,0.0038693274006672096,nan,nan,1,1.4809548985490897,nan,nan,1,0.7929846160362573,nan,nan,1,0.11481715278590426,nan,nan,1,0.05508614893151389,nan,nan,1,0.9449138510684861,nan,nan,1,0.768,nan,nan,1,0.966,nan,nan,1,0.03096263234814008,nan,nan,1,0.9690373676518599,nan,nan,1
at0_normal_s0.5,1,0.38260000944137573,nan,nan,1,0.9640893340110779,nan,nan,1,0.989725,nan,nan,1,0.008,nan,nan,1,0.0205,nan,nan,1,1.1916786768393295,nan,nan,1,0.800870013652616,nan,nan,1,57.20527898858716,nan,nan,1,0.8826000094413757,nan,nan,1,0.05744814116726903,nan,nan,1,17.77597294420955,nan,nan,1,5.420018931937037,nan,nan,1,0.6426465701969231,nan,nan,1,0.30188395935110746,nan,nan,1,0.6981160406488925,nan,nan,1,0.092,nan,nan,1,0.178,nan,nan,1,0.028958046808838844,nan,nan,1,0.9710419531911612,nan,nan,1
