lambda,R_lambda
5.66,5.989579658182868
5.68,5.989785468169539
5.699999999999999,5.989987223436551
5.719999999999999,5.9901850034686746
5.740000000000002,5.990378886208113
5.760000000000002,5.990568948083824
5.780000000000001,5.990755264040321
5.800000000000001,5.990937907565935
5.82,5.991116950720571
5.84,5.991292464162951
5.859999999999999,5.991464517177367
5.879999999999999,5.991633177699923
5.900000000000002,5.99179851234432
5.920000000000002,5.991960586427145
5.940000000000001,5.992119463992707
5.960000000000001,5.992275207837405
5.98,5.992427879533661
6.0,5.992577539453382
6.02,5.992724246791015
6.039999999999999,5.992868059586159
6.059999999999999,5.993009034745761
6.080000000000002,5.993147228065892
6.100000000000001,5.993282694253129
6.120000000000001,5.993415486945527
6.140000000000001,5.9935456587332006
6.16,5.993673261178527
6.18,5.993798344835966
6.199999999999999,5.993920959271502
6.219999999999999,5.994041153081735
6.240000000000002,5.9941589739125964
6.260000000000002,5.994274468477732
6.280000000000001,5.99438768257651
6.300000000000001,5.994498661111725
6.32,5.994607448106937
6.34,5.994714086723504
6.359999999999999,5.994818619277272
6.379999999999999,5.994921087254971
6.400000000000002,5.995021531330285
6.420000000000002,5.995119991379623
6.440000000000001,5.9952165064975835
6.460000000000001,5.995311115012144
6.48,5.995403854499534
6.5,5.995494761798851
6.52,5.995583873026377
6.539999999999999,5.995671223589638
6.559999999999999,5.995756848201185
6.580000000000002,5.995840780892121
6.600000000000001,5.9959230550253535
6.620000000000001,5.996003703308616
6.640000000000001,5.99608275780722
6.66,5.996160249956578
6.68,5.996236210574472
6.699999999999999,5.996310669873102
6.719999999999999,5.996383657470889
6.740000000000002,5.9964552024040625
6.760000000000002,5.996525333138021
6.780000000000001,5.996594077578471
6.800000000000001,5.996661463082357
6.82,5.996727516468578
6.84,5.996792264028502
6.859999999999999,5.996855731536268
6.879999999999999,5.996917944258899
6.900000000000002,5.996978926966221
6.920000000000002,5.997038703940575
6.940000000000001,5.9970972989863665
6.960000000000001,5.997154735439404
6.98,5.99721103617608
7.0,5.997266223622358
7.02,5.997320319762591
7.039999999999999,5.997373346148174
7.059999999999999,5.997425323906023
7.080000000000002,5.997476273746889
7.100000000000001,5.997526215973522
7.120000000000001,5.997575170488651
7.140000000000001,5.997623156802849
7.16,5.997670194042204
7.18,5.997716300955868
7.199999999999999,5.997761495923448
7.219999999999999,5.99780579696226
7.240000000000002,5.997849221734438
7.260000000000002,5.997891787553899
7.280000000000001,5.9979335113931835
7.300000000000001,5.99797440989016
7.32,5.998014499354594
7.34,5.998053795774592
7.359999999999999,5.99809231482292
7.379999999999999,5.9981300718632
7.400000000000002,5.998167081955984
7.420000000000002,5.9982033598647115
7.440000000000001,5.998238920061546
7.460000000000001,5.998273776733104
7.48,5.998307943786071
7.5,5.9983414348526995
7.52,5.998374263296216
7.539999999999999,5.998406442216099
7.559999999999999,5.998437984453286
7.580000000000002,5.99846890259524
7.600000000000001,5.998499208980956
7.620000000000001,5.998528915705831
7.640000000000001,5.998558034626478
7.66,5.998586577365416
7.68,5.9986145553156796
7.699999999999999,5.998641979645337
7.719999999999999,5.9986688613019234
7.740000000000002,5.99869521101678
7.760000000000002,5.998721039309311
7.780000000000001,5.998746356491166
7.800000000000001,5.998771172670324
7.82,5.998795497755114
7.84,5.998819341458137
7.859999999999999,5.9988427133001405
7.879999999999999,5.998865622613781
7.900000000000002,5.9988880785473455
7.920000000000002,5.998910090068374
7.940000000000001,5.998931665967236
7.960000000000001,5.99895281486061
7.98,5.998973545194917
8.0,5.998993865249672
8.02,5.999013783140781
8.04,5.9990333068237645
8.059999999999999,5.999052444096916
8.080000000000002,5.999071202604417
8.100000000000001,5.999089589839359
8.120000000000001,5.999107613146737
8.14,5.999125279726372
8.16,5.999142596635764
8.18,5.999159570792911
8.2,5.999176208979058
8.219999999999999,5.999192517841397
8.240000000000002,5.999208503895708
8.260000000000002,5.999224173528959
8.280000000000001,5.999239533001846
8.3,5.999254588451284
8.32,5.999269345892853
8.34,5.999283811223192
8.36,5.999297990222347
8.379999999999999,5.999311888556076
8.400000000000002,5.999325511778103
8.420000000000002,5.999338865332328
8.440000000000001,5.999351954555001
8.46,5.999364784676847
8.48,5.999377360825145
8.5,5.999389688025776
8.52,5.999401771205225
8.54,5.999413615192547
8.559999999999999,5.999425224721284
8.580000000000002,5.999436604431359
8.600000000000001,5.999447758870922
8.620000000000001,5.9994586924981625
8.64,5.999469409683093
8.66,5.999479914709283
8.68,5.999490211775572
8.7,5.999500304997743
8.719999999999999,5.999510198410163
8.740000000000002,5.999519895967391
8.760000000000002,5.9995294015457565
8.780000000000001,5.999538718944909
8.8,5.999547851889328
8.82,5.999556804029808
8.84,5.99956557894492
8.86,5.999574180142439
8.879999999999999,5.999582611060736
8.900000000000002,5.99959087507016
8.920000000000002,5.999598975474376
8.940000000000001,5.999606915511685
8.96,5.999614698356314
8.98,5.99962232711969
9.0,5.999629804851671
9.02,5.999637134541773
9.04,5.999644319120359
9.059999999999999,5.999651361459807
9.080000000000002,5.999658264375657
9.100000000000001,5.999665030627739
9.120000000000001,5.999671662921268
9.14,5.999678163907935
9.16,5.999684536186949
9.18,5.999690782306089
9.2,5.999696904762716
9.219999999999999,5.999702906004771
9.240000000000002,5.999708788431747
9.260000000000002,5.999714554395656
9.280000000000001,5.999720206201965
9.3,5.99972574611051
9.32,5.99973117633641
9.34,5.999736499050944
9.36,5.999741716382415
9.379999999999999,5.999746830417011
9.400000000000002,5.999751843199628
9.420000000000002,5.999756756734693
9.440000000000001,5.9997615729869604
9.46,5.999766293882301
9.48,5.999770921308465
9.5,5.999775457115843
9.52,5.999779903118201
9.54,5.999784261093406
9.559999999999999,5.999788532784135
9.580000000000002,5.9997927198985765
9.600000000000001,5.999796824111104
9.620000000000001,5.999800847062953
9.64,5.999804790362871
9.66,5.999808655587765
9.68,5.999812444283329
9.7,5.999816157964659
9.719999999999999,5.999819798116865
9.740000000000002,5.999823366195658
9.760000000000002,5.999826863627932
9.780000000000001,5.999830291812347
9.8,5.999833652119864
9.82,5.999836945894313
9.84,5.999840174452922
9.86,5.999843339086846
9.879999999999999,5.999846441061682
9.900000000000002,5.999849481617966
9.920000000000002,5.999852461971691
9.940000000000001,5.999855383314767
9.96,5.999858246815516
9.98,5.999861053619131
10.0,5.999863804848132
10.02,5.999866501602822
10.04,5.999869144961723
10.059999999999999,5.999871735982
10.080000000000002,5.999874275699895
10.100000000000001,5.999876765131137
10.120000000000001,5.999879205271344
10.14,5.999881597096428
10.16,5.999883941562978
10.18,5.999886239608646
10.2,5.999888492152524
10.219999999999999,5.9998907000955075
10.240000000000002,5.999892864320657
10.260000000000002,5.99989498569355
10.280000000000001,5.999897065062628
10.3,5.999899103259537
10.32,5.9999011010994625
10.34,5.99990305938144
10.36,5.999904978888698
10.379999999999999,5.999906860388955
10.400000000000002,5.999908704634727
10.420000000000002,5.9999105123636385
10.440000000000001,5.999912284298703
10.46,5.999914021148627
10.48,5.999915723608082
10.5,5.999917392357987
10.52,5.999919028065783
10.54,5.99992063138569
10.559999999999999,5.999922202958985
10.580000000000002,5.999923743414243
10.600000000000001,5.999925253367595
10.620000000000001,5.999926733422971
10.64,5.999928184172351
10.66,5.999929606195992
10.68,5.999931000062657
10.7,5.9999323663298565
10.719999999999999,5.999933705544058
10.740000000000002,5.9999350182409135
10.760000000000002,5.999936304945464
10.780000000000001,5.9999375661723615
10.8,5.999938802426065
10.82,5.999940014201047
10.84,5.999941201981989
10.86,5.999942366243976
10.879999999999999,5.999943507452691
10.900000000000002,5.999944626064591
10.920000000000002,5.999945722527097
10.940000000000001,5.999946797278775
10.96,5.999947850749504
10.98,5.999948883360655
11.0,5.99994989552525
11.02,5.999950887648143
11.04,5.9999518601261626
11.059999999999999,5.999952813348286
11.080000000000002,5.9999537476957885
11.100000000000001,5.999954663542394
11.120000000000001,5.99995556125443
11.14,5.999956441190966
11.16,5.999957303703966
11.18,5.999958149138427
11.2,5.999958977832511
11.219999999999999,5.999959790117686
11.240000000000002,5.999960586318857
11.260000000000002,5.999961366754494
11.280000000000001,5.999962131736768
11.3,5.999962881571662
11.32,5.999963616559102
11.34,5.999964336993078
11.36,5.999965043161757
11.379999999999999,5.999965735347603
11.400000000000002,5.999966413827483
11.420000000000002,5.999967078872782
11.440000000000001,5.9999677307495185
11.46,5.999968369718437
11.48,5.999968996035121
11.5,5.999969609950095
11.52,5.99997021170892
11.54,5.999970801552297
11.559999999999999,5.999971379716163
11.580000000000002,5.999971946431778
11.600000000000001,5.999972501925829
11.620000000000001,5.999973046420509
11.64,5.999973580133617
11.66,5.999974103278635
11.68,5.999974616064822
11.7,5.9999751186972885
11.719999999999999,5.999975611377089
11.740000000000002,5.999976094301292
11.760000000000002,5.999976567663069
11.780000000000001,5.999977031651764
11.8,5.999977486452971
11.82,5.999977932248609
11.84,5.999978369217002
11.86,5.9999787975329335
11.879999999999999,5.999979217367729
11.900000000000002,5.9999796288893235
11.920000000000002,5.999980032262328
11.940000000000001,5.99998042764809
11.96,5.999980815204766
11.98,5.999981195087377
12.0,5.99998156744788
