lambda,R_lambda
-6.42,0.2419427390115301
-6.3999999999999995,0.24437029051478257
-6.38,0.24682211729435732
-6.36,0.24929845961525215
-6.34,0.25179956004485493
-6.32,0.25432566347269003
-6.3,0.2568770171302622
-6.28,0.25945387061099273
-6.26,0.26205647589025083
-6.24,0.2646850873454719
-6.22,0.26733996177636615
-6.2,0.27002135842520997
-6.18,0.27272953899722235
-6.16,0.27546476768101763
-6.14,0.27822731116913885
-6.12,0.28101743867866075
-6.1,0.2838354219718674
-6.08,0.28668153537699326
-6.06,0.289556055809031
-6.04,0.2924592627905971
-6.02,0.29539143847285537
-6.0,0.29835286765649144
-5.9799999999999995,0.3013438378127369
-5.96,0.3043646391044355
-5.9399999999999995,0.30741556440715073
-5.92,0.31049690933030594
-5.8999999999999995,0.3136089722383565
-5.88,0.3167520542719844
-5.859999999999999,0.3199264593693148
-5.84,0.3231324942871441
-5.82,0.3263704686221782
-5.8,0.32964069483227226
-5.78,0.33294348825766623
-5.76,0.33627916714221145
-5.74,0.33964805265457887
-5.72,0.34305046890944535
-5.7,0.3464867429886465
-5.68,0.34995720496229465
-5.66,0.35346218790984696
-5.64,0.35700202794112285
-5.62,0.3605770642172568
-5.6,0.36418763897158235
-5.58,0.367834097530434
-5.56,0.37151678833386265
-5.54,0.37523606295625056
-5.52,0.37899227612681996
-5.5,0.3827857857500205
-5.4799999999999995,0.3866169529257909
-5.46,0.3904861419696777
-5.4399999999999995,0.3943937204328045
-5.42,0.3983400591216769
-5.3999999999999995,0.40232553211781447
-5.38,0.4063505167971917
-5.359999999999999,0.410415393849482
-5.34,0.4145205472970855
-5.32,0.41866636451393024
-5.3,0.42285323624403137
-5.28,0.4270815566197927
-5.26,0.43135172318003834
-5.24,0.43566413688775474
-5.22,0.4400192021475312
-5.2,0.4444173268226775
-5.18,0.44885892225200663
-5.16,0.45334440326625886
-5.14,0.4578741882041558
-5.12,0.4624486989280576
-5.1,0.46706836083921177
-5.08,0.4717336028925661
-5.06,0.47644485761113115
-5.04,0.48120256109986664
-5.02,0.4860071530590719
-5.0,0.4908590767972564
-4.9799999999999995,0.4957587792434684
-4.96,0.5007067109590557
-4.9399999999999995,0.5057033261488362
-4.92,0.5107490826716494
-4.8999999999999995,0.515844442050267
-4.88,0.5209898694806284
-4.859999999999999,0.526185833840384
-4.84,0.5314328076967049
-4.82,0.5367312673133405
-4.8,0.5420816926568875
-4.78,0.5474845674022385
-4.76,0.5529403789371842
-4.74,0.5584496183661278
-4.72,0.564012780512887
-4.7,0.5696303639225367
-4.68,0.5753028708622715
-4.66,0.5810308073212355
-4.64,0.5868146830092957
-4.62,0.5926550113547079
-4.6,0.5985523095006449
-4.58,0.6045070983005394
-4.56,0.6105199023122039
-4.54,0.6165912497906797
-4.52,0.6227216726797763
-4.5,0.6289117066022499
-4.4799999999999995,0.63516189084858
-4.46,0.64147276836429
-4.4399999999999995,0.6478448857357693
-4.42,0.6542787931745394
-4.3999999999999995,0.6607750444999212
-4.38,0.6673341971200393
-4.359999999999999,0.6739568120111209
-4.34,0.680643453695024
-4.32,0.6873946902149454
-4.3,0.6942110931092444
-4.28,0.7010932373833253
-4.26,0.7080417014795204
-4.24,0.7150570672449021
-4.22,0.7221399198969741
-4.2,0.7292908479871594
-4.18,0.7365104433620352
-4.16,0.7437993011222314
-4.14,0.7511580195789356
-4.12,0.7585872002079214
-4.1,0.7660874476010385
-4.08,0.7736593694150794
-4.06,0.7813035763179561
-4.04,0.7890206819320994
-4.02,0.796811302775015
-4.0,0.804676058196897
-3.9800000000000004,0.8126155703152371
-3.959999999999999,0.8206304639463285
-3.9399999999999995,0.828721366533586
-3.92,0.8368889080726002
-3.9000000000000004,0.8451337210328256
-3.879999999999999,0.8534564402758205
-3.8599999999999994,0.8618577029699412
-3.84,0.8703381485014076
-3.8200000000000003,0.8788984183816277
-3.8000000000000007,0.8875391561507
-3.7799999999999994,0.8962610072769878
-3.76,0.905064619052664
-3.74,0.913950640485134
-3.7200000000000006,0.9229197221842227
-3.6999999999999993,0.9319725162450296
-3.6799999999999997,0.9411096761263374
-3.66,0.9503318565244844
-3.6400000000000006,0.9596397132425671
-3.619999999999999,0.9690339030548861
-3.5999999999999996,0.9785150835665083
-3.58,0.9880839130678475
-3.5600000000000005,0.9977410503841326
-3.539999999999999,1.0074871547196687
-3.5199999999999996,1.017322885496753
-3.5,1.0272489021891567
-3.4800000000000004,1.0372658641500279
-3.459999999999999,1.0473744304341168
-3.4399999999999995,1.057575259614193
-3.42,1.0678690095915466
-3.4000000000000004,1.078256337400443
-3.379999999999999,1.0887378990064167
-3.3599999999999994,1.0993143490982784
-3.34,1.1099863408737298
-3.3200000000000003,1.1207545258184441
-3.299999999999999,1.1316195534785105
-3.2799999999999994,1.1425820712261072
-3.26,1.1536427240183045
-3.24,1.164802154148855
-3.2200000000000006,1.1760610009928707
-3.1999999999999993,1.187419900744264
-3.1799999999999997,1.1988794861458334
-3.16,1.2104403862118915
-3.1400000000000006,1.222103225943312
-3.119999999999999,1.2338686260348861
-3.0999999999999996,1.2457372025748852
-3.08,1.2577095667367277
-3.0600000000000005,1.2697863244626324
-3.039999999999999,1.2819680761391743
-3.0199999999999996,1.2942554162646311
-3.0,1.3066489331080497
-2.9800000000000004,1.3191492083599137
-2.959999999999999,1.3317568167743543
-2.9399999999999995,1.3444723258028022
-2.92,1.3572962952190284
-2.9000000000000004,1.3702292767354805
-2.879999999999999,1.3832718136108664
-2.8599999999999994,1.3964244402489165
-2.84,1.409687681788287
-2.8200000000000003,1.4230620536835439
-2.799999999999999,1.4365480612771984
-2.7799999999999994,1.450146199362763
-2.76,1.4638569517388147
-2.74,1.477680790754037
-2.7200000000000006,1.4916181768432524
-2.6999999999999993,1.5056695580544477
-2.6799999999999997,1.5198353695668037
-2.66,1.5341160331997754
-2.6400000000000006,1.548511956913237
-2.619999999999999,1.5630235342987655
-2.5999999999999996,1.5776511440621104
-2.58,1.5923951494969506
-2.5600000000000005,1.6072558979499958
-2.539999999999999,1.6222337202775738
-2.5199999999999996,1.6373289302937917
-2.5,1.6525418242104397
-2.4800000000000004,1.6678726800687618
-2.459999999999999,1.6833217571632795
-2.4399999999999995,1.6988892954578427
-2.42,1.7145755149941364
-2.4000000000000004,1.7303806152928334
-2.379999999999999,1.7463047747476643
-2.3599999999999994,1.7623481500126479
-2.34,1.7785108753827865
-2.3200000000000003,1.7947930621685084
-2.299999999999999,1.8111947980642018
-2.2799999999999994,1.8277161465111738
-2.26,1.844357146055431
-2.24,1.861117809700649
-2.2200000000000006,1.8779981242567678
-2.1999999999999993,1.8949980496846606
-2.1799999999999997,1.9121175184373267
-2.16,1.9293564347981385
-2.1400000000000006,1.9467146742166277
-2.119999999999999,1.9641920826423818
-2.0999999999999996,1.9817884758576199
-2.08,1.99950363880906
-2.0600000000000005,2.017337324939694
-2.039999999999999,2.0352892555211404
-2.0199999999999996,2.053359118987251
-2.0,2.0715465702697182
-1.9800000000000004,2.0898512301363765
-1.959999999999999,2.1082726845330204
-1.9399999999999995,2.126810483929503
-1.92,2.1454641426709813
-1.9000000000000004,2.1642331383351285
-1.879999999999999,2.1831169110962327
-1.8599999999999994,2.202114863097067
-1.8399999999999999,2.2212263578295093
-1.8200000000000003,2.240450719524846
-1.799999999999999,2.2597872325547743
-1.7799999999999994,2.2792351408441114
-1.7599999999999998,2.298793647296287
-1.7400000000000002,2.3184619132326443
-1.7200000000000006,2.33823905784668
-1.6999999999999993,2.3581241576743266
-1.6799999999999997,2.378116246081402
-1.6600000000000001,2.398214312769417
-1.6400000000000006,2.418417303300871
-1.6199999999999992,2.4387241186452657
-1.5999999999999996,2.459133614747015
-1.58,2.479644602116497
-1.5600000000000005,2.500255845445457
-1.5399999999999991,2.5209660632480175
-1.5199999999999996,2.5417739275285216
-1.5,2.5626780634775073
-1.4800000000000004,2.583677049197008
-1.459999999999999,2.6047694154564827
-1.4399999999999995,2.6259536454805965
-1.42,2.6472281747701323
-1.4000000000000004,2.668591390957232
-1.379999999999999,2.6900416336962265
-1.3599999999999994,2.711577194591241
-1.3399999999999999,2.73319631716181
-1.3200000000000003,2.7548971968476237
-1.299999999999999,2.7766779810536004
-1.2799999999999994,2.7985367692363727
-1.2599999999999998,2.8204716130333174
-1.2400000000000002,2.8424805164351357
-1.2200000000000006,2.8645614360030365
-1.1999999999999993,2.88671228113149
-1.1799999999999997,2.9089309143574504
-1.1600000000000001,2.9312151517169847
-1.1400000000000006,2.9535627631500607
-1.1199999999999992,2.9759714729543147
-1.0999999999999996,2.9984389602884645
-1.08,3.020962859726044
-1.0600000000000005,3.0435407618599934
-1.0399999999999991,3.066170213958619
-1.0199999999999996,3.0888487206733397
-1.0,3.1115737447985743
-0.9800000000000004,3.1343427080839983
-0.9599999999999991,3.157152992099365
-0.9399999999999995,3.180001939151954
-0.9199999999999999,3.202886853256663
-0.9000000000000004,3.225805001158603
-0.879999999999999,3.248753613408006
-0.8599999999999994,3.2717298854871366
-0.8399999999999999,3.294730978988816
-0.8200000000000003,3.317754022846013
-0.7999999999999989,3.3407961146118996
-0.7799999999999994,3.3638543217896437
-0.7599999999999998,3.386925683211116
-0.7400000000000002,3.4100072104635157
-0.7200000000000006,3.4330958893629253
-0.6999999999999993,3.4561886814735714
-0.6799999999999997,3.4792825256715356
-0.6600000000000001,3.5023743397515528
-0.6400000000000006,3.5254610220753406
-0.6199999999999992,3.5485394532599224
-0.5999999999999996,3.57160649790418
-0.5800000000000001,3.594659006351866
