lambda,x,density
-2.5,-7.471471471471472,5.139775570428653e-11
-2.5,-7.455455455455455,5.7162380980416406e-11
-2.5,-7.43943943943944,6.355724500253816e-11
-2.5,-7.423423423423423,7.064939002815628e-11
-2.5,-7.407407407407407,7.85127824575772e-11
-2.5,-7.391391391391391,8.722900537099546e-11
-2.5,-7.375375375375375,9.688801793517735e-11
-2.5,-7.35935935935936,1.0758898788913867e-10
-2.5,-7.343343343343343,1.194412038699831e-10
-2.5,-7.327327327327327,1.3256507493848247e-10
-2.5,-7.311311311311311,1.4709322531273365e-10
-2.5,-7.295295295295295,1.631716930212535e-10
-2.5,-7.2792792792792795,1.8096124194858172e-10
-2.5,-7.263263263263263,2.0063879757126064e-10
-2.5,-7.247247247247247,2.2239901757508476e-10
-2.5,-7.231231231231231,2.4645600951087224e-10
-2.5,-7.215215215215215,2.730452086914319e-10
-2.5,-7.1991991991991995,3.024254306630291e-10
-2.5,-7.183183183183183,3.3488111380679273e-10
-2.5,-7.167167167167167,3.707247689463343e-10
-2.5,-7.151151151151151,4.1029965426463114e-10
-2.5,-7.135135135135135,4.5398269537395474e-10
-2.5,-7.119119119119119,5.021876720459599e-10
-2.5,-7.103103103103103,5.553686949036986e-10
-2.5,-7.087087087087087,6.140239973134869e-10
-2.5,-7.071071071071071,6.78700069802183e-10
-2.5,-7.055055055055055,7.499961665756559e-10
-2.5,-7.039039039039039,8.285692161391329e-10
-2.5,-7.023023023023023,9.151391706316824e-10
-2.5,-7.007007007007007,1.0104948312993286e-09
-2.5,-6.990990990990991,1.1155001905580503e-09
-2.5,-6.974974974974975,1.2311013343542667e-09
-2.5,-6.958958958958959,1.358333952033227e-09
-2.5,-6.942942942942943,1.4983315046908507e-09
-2.5,-6.926926926926927,1.652334107031733e-09
-2.5,-6.910910910910911,1.8216981821036485e-09
-2.5,-6.894894894894895,2.007906952947303e-09
-2.5,-6.878878878878879,2.2125818402126038e-09
-2.5,-6.862862862862863,2.437494840170447e-09
-2.5,-6.846846846846847,2.684581963318173e-09
-2.5,-6.8308308308308305,2.955957819962814e-09
-2.5,-6.814814814814815,3.2539314457960843e-09
-2.5,-6.798798798798799,3.5810234675791257e-09
-2.5,-6.782782782782783,3.9399847166628695e-09
-2.5,-6.766766766766767,4.3338164062148225e-09
-2.5,-6.7507507507507505,4.765791996740369e-09
-2.5,-6.734734734734735,5.239480883809583e-09
-2.5,-6.718718718718719,5.758774051873182e-09
-2.5,-6.702702702702703,6.3279118487070395e-09
-2.5,-6.686686686686687,6.9515140464125696e-09
-2.5,-6.67067067067067,7.634612367062661e-09
-2.5,-6.654654654654655,8.382685664065036e-09
-2.5,-6.638638638638639,9.201697964172475e-09
-2.5,-6.622622622622623,1.0098139589848401e-08
-2.5,-6.606606606606607,1.1079071597456872e-08
-2.5,-6.59059059059059,1.215217378354466e-08
-2.5,-6.574574574574575,1.3325796529376684e-08
-2.5,-6.558558558558559,1.4609016772949426e-08
-2.5,-6.5425425425425425,1.6011698417990634e-08
-2.5,-6.526526526526526,1.754455751104486e-08
-2.5,-6.51051051051051,1.9219232540705e-08
-2.5,-6.494494494494495,2.104836023746021e-08
-2.5,-6.478478478478479,2.3045657278573774e-08
-2.5,-6.4624624624624625,2.5226008329960443e-08
-2.5,-6.446446446446446,2.7605560886290768e-08
-2.5,-6.43043043043043,3.0201827401604634e-08
-2.5,-6.414414414414415,3.303379523565612e-08
-2.5,-6.398398398398399,3.612204497614183e-08
-2.5,-6.382382382382382,3.948887773399119e-08
-2.5,-6.366366366366366,4.3158452048115184e-08
-2.5,-6.35035035035035,4.715693107754943e-08
-2.5,-6.334334334334335,5.15126408028867e-08
-2.5,-6.318318318318318,5.625624000540448e-08
-2.5,-6.302302302302302,6.142090284148015e-08
-2.5,-6.286286286286286,6.704251488187427e-08
-2.5,-6.27027027027027,7.315988354037894e-08
-2.5,-6.2542542542542545,7.981496387433846e-08
-2.5,-6.238238238238238,8.705310080075457e-08
-2.5,-6.222222222222222,9.49232888362758e-08
-2.5,-6.206206206206206,1.0347845053747417e-07
-2.5,-6.19019019019019,1.1277573488956553e-07
-2.5,-6.1741741741741745,1.2287683696736362e-07
-2.5,-6.158158158158158,1.3384834027183168e-07
-2.5,-6.142142142142142,1.457620832293848e-07
-2.5,-6.126126126126126,1.5869555142921507e-07
-2.5,-6.11011011011011,1.727322972665127e-07
-2.5,-6.094094094094094,1.8796238875682373e-07
-2.5,-6.078078078078078,2.0448288938896895e-07
-2.5,-6.062062062062062,2.2239837099123874e-07
-2.5,-6.046046046046046,2.418214616981509e-07
-2.5,-6.03003003003003,2.6287343122300787e-07
-2.5,-6.014014014014014,2.8568481576521295e-07
-2.5,-5.997997997997998,3.1039608501074473e-07
-2.5,-5.981981981981982,3.3715835381979125e-07
-2.5,-5.965965965965966,3.6613414133735474e-07
-2.5,-5.94994994994995,3.9749818041085134e-07
-2.5,-5.933933933933934,4.314382803537378e-07
-2.5,-5.917917917917918,4.6815624625589614e-07
-2.5,-5.901901901901902,5.078688582103971e-07
-2.5,-5.885885885885886,5.508089140023896e-07
-2.5,-5.86986986986987,5.972263389893486e-07
-2.5,-5.853853853853854,6.473893670932483e-07
-2.5,-5.837837837837838,7.015857970241813e-07
-2.5,-5.821821821821822,7.60124328062122e-07
-2.5,-5.8058058058058055,8.233359799388344e-07
-2.5,-5.78978978978979,8.915756015855495e-07
-2.5,-5.773773773773774,9.652234737444143e-07
-2.5,-5.757757757757758,1.0446870106825601e-06
-2.5,-5.741741741741741,1.1304025664974987e-06
-2.5,-5.7257257257257255,1.2228373517614058e-06
-2.5,-5.70970970970971,1.322491466519755e-06
-2.5,-5.693693693693694,1.429900055936844e-06
-2.5,-5.677677677677678,1.5456355951673967e-06
-2.5,-5.661661661661661,1.6703103103291359e-06
-2.5,-5.645645645645645,1.8045787427566668e-06
-2.5,-5.62962962962963,1.9491404640318005e-06
-2.5,-5.613613613613614,2.1047429496097195e-06
-2.5,-5.597597597597598,2.27218461919431e-06
-2.5,-5.581581581581581,2.4523180523592115e-06
-2.5,-5.565565565565565,2.6460533882639425e-06
-2.5,-5.54954954954955,2.8543619186763468e-06
-2.5,-5.533533533533534,3.078279883883837e-06
-2.5,-5.5175175175175175,3.31891248145626e-06
-2.5,-5.501501501501501,3.5774380982120663e-06
-2.5,-5.485485485485485,3.855112776137421e-06
-2.5,-5.46946946946947,4.153274923413607e-06
-2.5,-5.453453453453454,4.473350282122245e-06
-2.5,-5.4374374374374375,4.816857164619482e-06
-2.5,-5.421421421421421,5.18541197099906e-06
-2.5,-5.405405405405405,5.580735000500249e-06
-2.5,-5.38938938938939,6.004656570157999e-06
-2.5,-5.373373373373374,6.459123454440508e-06
-2.5,-5.357357357357357,6.9462056600723225e-06
-2.5,-5.341341341341341,7.4681035506975385e-06
-2.5,-5.325325325325325,8.02715533649883e-06
-2.5,-5.3093093093093096,8.625844944351263e-06
-2.5,-5.293293293293294,9.266810284554623e-06
-2.5,-5.277277277277277,9.952851930655179e-06
-2.5,-5.261261261261261,1.068694222933292e-05
-2.5,-5.245245245245245,1.1472234857795815e-05
-2.5,-5.2292292292292295,1.2312074846584956e-05
-2.5,-5.213213213213214,1.3210009086152587e-05
-2.5,-5.197197197197197,1.4169797336029711e-05
-2.5,-5.181181181181181,1.5195423755845978e-05
-2.5,-5.165165165165165,1.6291108977904934e-05
-2.5,-5.1491491491491495,1.7461322741446105e-05
-2.5,-5.133133133133134,1.8710797109143376e-05
-2.5,-5.117117117117117,2.0044540286795497e-05
-2.5,-5.101101101101101,2.1467851067551712e-05
-2.5,-5.085085085085085,2.2986333922391206e-05
-2.5,-5.069069069069069,2.4605914758925877e-05
-2.5,-5.053053053053053,2.633285737092948e-05
-2.5,-5.037037037037037,2.817378060130325e-05
-2.5,-5.021021021021021,3.0135676241473133e-05
-2.5,-5.005005005005005,3.222592769046269e-05
-2.5,-4.988988988988989,3.445232939711359e-05
-2.5,-4.972972972972973,3.6823107109109826e-05
-2.5,-4.956956956956957,3.9346938952615596e-05
-2.5,-4.940940940940941,4.203297736645094e-05
-2.5,-4.924924924924925,4.489087191479352e-05
-2.5,-4.908908908908909,4.7930793002427576e-05
-2.5,-4.892892892892893,5.1163456516527934e-05
-2.5,-4.876876876876877,5.460014941889627e-05
-2.5,-4.8608608608608606,5.8252756312434505e-05
-2.5,-4.844844844844845,6.213378700544601e-05
-2.5,-4.828828828828829,6.625640509710836e-05
-2.5,-4.812812812812813,7.063445760713743e-05
-2.5,-4.796796796796797,7.528250567227904e-05
-2.5,-4.7807807807807805,8.02158563318035e-05
-2.5,-4.764764764764765,8.545059542363633e-05
-2.5,-4.748748748748749,9.100362161214974e-05
-2.5,-4.732732732732733,9.689268156792792e-05
-2.5,-4.716716716716716,0.00010313640631903512
-2.5,-4.7007007007007005,0.00010975434879243423
-2.5,-4.684684684684685,0.00011676702256322409
-2.5,-4.668668668668669,0.00012419594182828565
-2.5,-4.652652652652653,0.000132063662619753
-2.5,-4.636636636636636,0.0001403938252724315
-2.5,-4.62062062062062,0.00014921119815789502
-2.5,-4.604604604604605,0.00015854172269647924
-2.5,-4.588588588588589,0.00016841255965675375
-2.5,-4.5725725725725725,0.00017885213675031513
-2.5,-4.556556556556556,0.0001898901975278578
-2.5,-4.54054054054054,0.0002015578515804863
-2.5,-4.524524524524525,0.00021388762604808683
-2.5,-4.508508508508509,0.00022691351843431452
-2.5,-4.4924924924924925,0.00024067105072534686
-2.5,-4.476476476476476,0.0002551973248070068
-2.5,-4.46046046046046,0.00027053107917217475
-2.5,-4.444444444444445,0.00028671274690758174
-2.5,-4.428428428428429,0.00030378451494608494
-2.5,-4.412412412412412,0.00032179038456742475
-2.5,-4.396396396396396,0.00034077623312717234
-2.5,-4.38038038038038,0.0003607898769901675
-2.5,-4.364364364364365,0.0003818811356411704
-2.5,-4.348348348348349,0.00040410189694171505
-2.5,-4.332332332332332,0.00042750618349830387
-2.5,-4.316316316316316,0.0004521502201030367
-2.5,-4.3003003003003,0.00047809250220361344
-2.5,-4.2842842842842845,0.0005053938653553155
-2.5,-4.268268268268269,0.0005341175556031073
-2.5,-4.252252252252252,0.0005643293007373989
-2.5,-4.236236236236236,0.0005960973823622489
-2.5,-4.22022022022022,0.0006294927087099155
-2.5,-4.2042042042042045,0.0006645888881306322
-2.5,-4.188188188188189,0.0007014623031813233
-2.5,-4.172172172172172,0.0007401921852317359
-2.5,-4.156156156156156,0.0007808606895010451
-2.5,-4.14014014014014,0.0008235529704325076
-2.5,-4.124124124124124,0.0008683572573081296
-2.5,-4.108108108108109,0.000915364929999593
-2.5,-4.092092092092092,0.0009646705947459361
-2.5,-4.076076076076076,0.0010163721598425751
-2.5,-4.06006006006006,0.0010705709111203541
-2.5,-4.044044044044044,0.0011273715870873046
-2.5,-4.028028028028028,0.001186882453599713
-2.5,-4.012012012012012,0.00124921537792308
-2.5,-3.9959959959959956,0.0013144859020374647
-2.5,-3.97997997997998,0.0013828133150354846
-2.5,-3.9639639639639643,0.0014543207244553213
-2.5,-3.947947947947948,0.0015291351263848252
-2.5,-3.931931931931932,0.0016073874741668846
-2.5,-3.9159159159159156,0.0016892127455302246
-2.5,-3.8998998998999,0.0017747500079637719
-2.5,-3.8838838838838843,0.0018641424821470836
-2.5,-3.8678678678678677,0.001957537603243394
-2.5,-3.851851851851852,0.00205508707985638
-2.5,-3.8358358358358355,0.0021569469504463122
-2.5,-3.81981981981982,0.0022632776369957675
-2.5,-3.8038038038038042,0.0023742439957102767
-2.5,-3.7877877877877877,0.0024900153645340973
-2.5,-3.771771771771772,0.0026107656072568357
-2.5,-3.7557557557557555,0.002736673153982221
-2.5,-3.73973973973974,0.0028679210377259828
-2.5,-3.723723723723724,0.0030046969269063584
-2.5,-3.7077077077077076,0.0031471931534868
-2.5,-3.691691691691692,0.0032956067365275863
-2.5,-3.6756756756756754,0.0034501394009002727
-2.5,-3.65965965965966,0.0036109975909161865
-2.5,-3.643643643643644,0.0037783924786187126
-2.5,-3.6276276276276276,0.003952539966487102
-2.5,-3.611611611611612,0.004133660684298773
-2.5,-3.5955955955955954,0.004321979979896543
-2.5,-3.5795795795795797,0.00451772790360685
-2.5,-3.563563563563563,0.0047211391860560396
-2.5,-3.5475475475475475,0.004932453209132292
-2.5,-3.531531531531532,0.005151913969843002
-2.5,-3.5155155155155153,0.005379770036819165
-2.5,-3.4994994994994997,0.005616274499221531
-2.5,-3.483483483483483,0.005861684907806965
-2.5,-3.4674674674674675,0.0061162632079171265
-2.5,-3.451451451451452,0.006380275664157336
-2.5,-3.4354354354354353,0.00665399277653832
-2.5,-3.4194194194194196,0.006937689187860431
-2.5,-3.403403403403403,0.007231643582127064
-2.5,-3.3873873873873874,0.007536138573781329
-2.5,-3.3713713713713718,0.007851460587569577
-2.5,-3.3553553553553552,0.008177899728843937
-2.5,-3.3393393393393396,0.008515749644126843
-2.5,-3.323323323323323,0.008865307371771596
-2.5,-3.3073073073073074,0.009226873182564247
-2.5,-3.2912912912912917,0.009600750410125813
-2.5,-3.275275275275275,0.009987245270986229
-2.5,-3.2592592592592595,0.010386666674216536
-2.5,-3.243243243243243,0.010799326020520923
-2.5,-3.2272272272272273,0.01122553699070548
-2.5,-3.2112112112112117,0.011665615323458434
-2.5,-3.195195195195195,0.012119878582393133
-2.5,-3.1791791791791795,0.012588645912324033
-2.5,-3.163163163163163,0.013072237784765276
-2.5,-3.1471471471471473,0.013570975732660298
-2.5,-3.1311311311311307,0.014085182074373188
-2.5,-3.115115115115115,0.014615179626992112
-2.5,-3.0990990990990994,0.0151612914090188
-2.5,-3.083083083083083,0.015723840332539547
-2.5,-3.067067067067067,0.016303148884997218
-2.5,-3.0510510510510507,0.016899538800707915
-2.5,-3.035035035035035,0.01751333072228946
-2.5,-3.0190190190190194,0.018144843852195447
-2.5,-3.003003003003003,0.0187943955945726
-2.5,-2.986986986986987,0.019462301187686198
-2.5,-2.9709709709709706,0.02014887332718472
-2.5,-2.954954954954955,0.02085442178050045
-2.5,-2.9389389389389393,0.021579252992711566
-2.5,-2.9229229229229228,0.02232366968421675
-2.5,-2.906906906906907,0.023087970440601763
-2.5,-2.8908908908908906,0.02387244929510516
-2.5,-2.874874874874875,0.02467739530411642
-2.5,-2.8588588588588593,0.02550309211616963
-2.5,-2.8428428428428427,0.02634981753492074
-2.5,-2.826826826826827,0.027217843076625687
-2.5,-2.8108108108108105,0.028107433522663126
-2.5,-2.794794794794795,0.029018846467671312
-2.5,-2.778778778778779,0.029952331863896953
-2.5,-2.7627627627627627,0.03090813156237766
-2.5,-2.746746746746747,0.031886478851606254
-2.5,-2.7307307307307305,0.032887597994350246
-2.5,-2.714714714714715,0.03391170376332167
-2.5,-2.698698698698699,0.0349590009764189
-2.5,-2.6826826826826826,0.036029684032281156
-2.5,-2.666666666666667,0.03712393644691983
-2.5,-2.6506506506506504,0.038241930392211215
-2.5,-2.6346346346346348,0.03938382623705204
-2.5,-2.618618618618619,0.040549772092001
-2.5,-2.6026026026026026,0.04173990335824211
-2.5,-2.586586586586587,0.04295434228172406
-2.5,-2.5705705705705704,0.04419319751334263
-2.5,-2.5545545545545547,0.04545656367604437
-2.5,-2.538538538538538,0.04674452093974302
-2.5,-2.5225225225225225,0.04805713460494593
-2.5,-2.506506506506507,0.0493944546959986
-2.5,-2.4904904904904903,0.050756515564857406
-2.5,-2.4744744744744747,0.05214333550630634
-2.5,-2.458458458458458,0.053554916385535334
-2.5,-2.4424424424424425,0.05499124327899445
-2.5,-2.426426426426427,0.056452284129440394
-2.5,-2.4104104104104103,0.057937989416081914
-2.5,-2.3943943943943946,0.0594482918407276
-2.5,-2.378378378378378,0.060983106030829876
-2.5,-2.3623623623623624,0.06254232826030494
-2.5,-2.3463463463463468,0.06412583618899934
-2.5,-2.33033033033033,0.06573348862165342
-2.5,-2.3143143143143146,0.06736512528719632
-2.5,-2.298298298298298,0.06902056663918653
-2.5,-2.2822822822822824,0.07069961367818631
-2.5,-2.2662662662662667,0.07240204779683722
-2.5,-2.25025025025025,0.07412763064837156
-2.5,-2.2342342342342345,0.07587610403926758
-2.5,-2.218218218218218,0.07764718984672356
-2.5,-2.2022022022022023,0.07944058996158809
-2.5,-2.1861861861861867,0.08125598625735196
-2.5,-2.17017017017017,0.08309304058576156
-2.5,-2.1541541541541545,0.0849513947995775
-2.5,-2.138138138138138,0.08683067080295569
-2.5,-2.1221221221221223,0.08873047062988133
-2.5,-2.1061061061061057,0.09065037655104233
-2.5,-2.09009009009009,0.0925899512094732
-2.5,-2.0740740740740744,0.09454873778525513
-2.5,-2.058058058058058,0.09652626018949834
-2.5,-2.042042042042042,0.0985220232877816
-2.5,-2.0260260260260257,0.10053551315316699
-2.5,-2.01001001001001,0.10256619734884566
-2.5,-1.9939939939939944,0.10461352524041721
-2.5,-1.9779779779779778,0.10667692833773773
-2.5,-1.9619619619619622,0.1087558206662142
-2.5,-1.9459459459459456,0.11084959916735929
-2.5,-1.92992992992993,0.11295764412835348
-2.5,-1.9139139139139143,0.11507931964030264
-2.5,-1.8978978978978978,0.11721397408480866
-2.5,-1.881881881881882,0.11936094064840817
-2.5,-1.8658658658658656,0.12151953786437031
-2.5,-1.84984984984985,0.12368907018127355
-2.5,-1.8338338338338342,0.12586882855772313
-2.5,-1.8178178178178177,0.1280580910824988
-2.5,-1.801801801801802,0.1302561236193617
-2.5,-1.7857857857857855,0.1324621804756859
-2.5,-1.7697697697697699,0.13467550509401133
-2.5,-1.7537537537537542,0.1368953307655605
-2.5,-1.7377377377377377,0.13912088136469306
-2.5,-1.721721721721722,0.14135137210321608
-2.5,-1.7057057057057055,0.14358601030341153
-2.5,-1.6896896896896898,0.14582399618858
-2.5,-1.6736736736736741,0.14806452368985254
-2.5,-1.6576576576576576,0.15030678126796357
-2.5,-1.641641641641642,0.15254995274863195
-2.5,-1.6256256256256254,0.15479321817014854
-2.5,-1.6096096096096097,0.15703575464172062
-2.5,-1.593593593593594,0.15927673721108693
-2.5,-1.5775775775775776,0.1615153397398713
-2.5,-1.561561561561562,0.1637507357851104
-2.5,-1.5455455455455454,0.16598209948535841
-2.5,-1.5295295295295297,0.16820860644973726
-2.5,-1.5135135135135132,0.17042943464828145
-2.5,-1.4974974974974975,0.17264376530189626
-2.5,-1.4814814814814818,0.17485078377023688
-2.5,-1.4654654654654653,0.17704968043579428
-2.5,-1.4494494494494496,0.1792396515824666
-2.5,-1.433433433433433,0.1814199002668878
-2.5,-1.4174174174174174,0.18358963718077842
-2.5,-1.4014014014014018,0.18574808150259017
-2.5,-1.3853853853853852,0.18789446173671728
-2.5,-1.3693693693693696,0.1900280165385579
-2.5,-1.353353353353353,0.1921479955237269
-2.5,-1.3373373373373374,0.19425366005973288
-2.5,-1.3213213213213217,0.19634428403846269
-2.5,-1.3053053053053052,0.1984191546278375
-2.5,-1.2892892892892895,0.20047757300104005
-2.5,-1.273273273273273,0.2025188550417485
-2.5,-1.2572572572572573,0.2045423320238482
-2.5,-1.2412412412412417,0.20654735126414414
-2.5,-1.2252252252252251,0.2085332767466388
-2.5,-1.2092092092092095,0.21049948971699595
-2.5,-1.193193193193193,0.21244538924586953
-2.5,-1.1771771771771773,0.21437039275983158
-2.5,-1.1611611611611616,0.21627393653870455
-2.5,-1.145145145145145,0.2181554761781652
-2.5,-1.1291291291291294,0.2200144870165631
-2.5,-1.113113113113113,0.2218504645249702
-2.5,-1.0970970970970972,0.22366292465955487
-2.5,-1.0810810810810807,0.22545140417545775
-2.5,-1.065065065065065,0.2272154609014272
-2.5,-1.0490490490490494,0.22895467397456326
-2.5,-1.0330330330330328,0.23066864403460324
-2.5,-1.0170170170170172,0.23235699337727656
-2.5,-1.0010010010010006,0.23401936606635082
-2.5,-0.984984984984985,0.23565542800408049
-2.5,-0.9689689689689693,0.23726486695987475
-2.5,-0.9529529529529528,0.23884739255709048
-2.5,-0.9369369369369371,0.2404027362179609
-2.5,-0.9209209209209206,0.241930651066769
-2.5,-0.9049049049049049,0.2434309117914725
-2.5,-0.8888888888888893,0.2449033144640917
-2.5,-0.8728728728728727,0.24634767632026816
-2.5,-0.8568568568568571,0.24776383549850445
-2.5,-0.8408408408408405,0.24915165073969542
-2.5,-0.8248248248248249,0.2505110010476566
-2.5,-0.8088088088088092,0.2518417853114578
-2.5,-0.7927927927927927,0.25314392189046164
-2.5,-0.776776776776777,0.25441734816306416
-2.5,-0.7607607607607605,0.2556620200402261
-2.5,-0.7447447447447448,0.25687791144497285
-2.5,-0.7287287287287292,0.2580650137591315
-2.5,-0.7127127127127126,0.2592233352386544
-2.5,-0.696696696696697,0.26035290039896486
-2.5,-0.6806806806806804,0.2614537493718375
-2.5,-0.6646646646646648,0.26252593723539935
-2.5,-0.6486486486486491,0.2635695333189129
-2.5,-0.6326326326326326,0.26458462048406806
-2.5,-0.6166166166166169,0.26557129438457233
-2.5,-0.6006006006006004,0.2665296627058907
-2.5,-0.5845845845845847,0.2674598443870379
-2.5,-0.5685685685685691,0.2683619688263792
-2.5,-0.5525525525525525,0.2692361750734371
-2.5,-0.5365365365365369,0.27008261100874476
-2.5,-0.5205205205205203,0.27090143251381943
-2.5,-0.5045045045045047,0.2716928026333596
-2.5,-0.48848848848848814,0.2724568907317943
-2.5,-0.4724724724724725,0.2731938716463297
-2.5,-0.4564564564564568,0.2739039248386539
-2.5,-0.4404404404404403,0.27458723354746534
-2.5,-0.42442442442442463,0.2752439839439945
-2.5,-0.4084084084084081,0.27587436429268314
-2.5,-0.39239239239239243,0.27647856411917493
-2.5,-0.3763763763763768,0.27705677338775925
-2.5,-0.36036036036036023,0.27760918169038384
-2.5,-0.3443443443443446,0.2781359774493297
-2.5,-0.32832832832832803,0.2786373471356059
-2.5,-0.3123123123123124,0.2791134745050867
-2.5,-0.2962962962962967,0.279564539854368
-2.5,-0.2802802802802802,0.279990719298271
-2.5,-0.2642642642642645,0.2803921840708704
-2.5,-0.24824824824824798,0.28076909985186077
-2.5,-0.23223223223223233,0.2811216261200129
-2.5,-0.21621621621621667,0.2814499155354048
-2.5,-0.20020020020020013,0.2817541133520345
-2.5,-0.18418418418418447,0.28203435686234724
-2.5,-0.16816816816816793,0.28229077487512666
-2.5,-0.15215215215215228,0.2825234872281128
-2.5,-0.13613613613613662,0.2827326043366205
-2.5,-0.12012012012012008,0.2829182267793386
-2.5,-0.10410410410410442,0.28308044492239304
-2.5,-0.08808808808808788,0.2832193385826588
-2.5,-0.07207207207207222,0.28333497673120056
-2.5,-0.05605605605605568,0.2834274172376209
-2.5,-0.040040040040040026,0.28349670665598425
-2.5,-0.02402402402402437,0.2835428800528794
-2.5,-0.008008008008007828,0.2835659608780693
-2.5,0.008008008008008716,0.2835659608780693
-2.5,0.02402402402402437,0.2835428800528794
-2.5,0.040040040040040026,0.28349670665598425
-2.5,0.05605605605605568,0.2834274172376209
-2.5,0.07207207207207134,0.28333497673120056
-2.5,0.08808808808808877,0.28321933858265885
-2.5,0.10410410410410442,0.28308044492239304
-2.5,0.12012012012012008,0.2829182267793386
-2.5,0.13613613613613573,0.2827326043366205
-2.5,0.1521521521521514,0.2825234872281128
-2.5,0.16816816816816882,0.2822907748751266
-2.5,0.18418418418418447,0.28203435686234724
-2.5,0.20020020020020013,0.2817541133520345
-2.5,0.21621621621621578,0.2814499155354048
-2.5,0.23223223223223144,0.2811216261200129
-2.5,0.24824824824824887,0.2807690998518607
-2.5,0.2642642642642645,0.2803921840708704
-2.5,0.2802802802802802,0.279990719298271
-2.5,0.29629629629629584,0.27956453985436797
-2.5,0.3123123123123115,0.2791134745050868
-2.5,0.3283283283283289,0.27863734713560584
-2.5,0.3443443443443446,0.2781359774493297
-2.5,0.36036036036036023,0.27760918169038384
-2.5,0.3763763763763759,0.27705677338775925
-2.5,0.39239239239239154,0.27647856411917493
-2.5,0.408408408408409,0.2758743642926831
-2.5,0.42442442442442463,0.2752439839439945
-2.5,0.4404404404404403,0.27458723354746534
-2.5,0.45645645645645594,0.2739039248386539
-2.5,0.4724724724724716,0.2731938716463297
-2.5,0.488488488488489,0.27245689073179424
-2.5,0.5045045045045047,0.2716928026333596
-2.5,0.5205205205205203,0.27090143251381943
-2.5,0.536536536536536,0.2700826110087448
-2.5,0.5525525525525516,0.26923617507343717
-2.5,0.5685685685685691,0.2683619688263792
-2.5,0.5845845845845847,0.2674598443870379
-2.5,0.6006006006006004,0.2665296627058907
-2.5,0.616616616616616,0.2655712943845724
-2.5,0.6326326326326317,0.2645846204840681
-2.5,0.6486486486486491,0.2635695333189129
-2.5,0.6646646646646648,0.26252593723539935
-2.5,0.6806806806806804,0.2614537493718375
-2.5,0.6966966966966961,0.2603529003989649
-2.5,0.7127127127127117,0.25922333523865443
-2.5,0.7287287287287292,0.2580650137591315
-2.5,0.7447447447447448,0.25687791144497285
-2.5,0.7607607607607605,0.2556620200402261
-2.5,0.7767767767767761,0.2544173481630642
-2.5,0.7927927927927936,0.25314392189046153
-2.5,0.8088088088088092,0.2518417853114578
-2.5,0.8248248248248249,0.2505110010476566
-2.5,0.8408408408408405,0.24915165073969542
-2.5,0.8568568568568562,0.24776383549850453
-2.5,0.8728728728728736,0.24634767632026805
-2.5,0.8888888888888893,0.2449033144640917
-2.5,0.9049049049049049,0.2434309117914725
-2.5,0.9209209209209206,0.241930651066769
-2.5,0.9369369369369362,0.24040273621796096
-2.5,0.9529529529529537,0.2388473925570904
-2.5,0.9689689689689693,0.23726486695987475
-2.5,0.984984984984985,0.23565542800408049
-2.5,1.0010010010010006,0.23401936606635082
-2.5,1.0170170170170163,0.23235699337727667
-2.5,1.0330330330330337,0.23066864403460313
-2.5,1.0490490490490494,0.22895467397456326
-2.5,1.065065065065065,0.2272154609014272
-2.5,1.0810810810810807,0.22545140417545775
-2.5,1.0970970970970964,0.22366292465955498
-2.5,1.1131131131131138,0.2218504645249701
-2.5,1.1291291291291294,0.2200144870165631
-2.5,1.145145145145145,0.2181554761781652
-2.5,1.1611611611611607,0.21627393653870464
-2.5,1.1771771771771764,0.2143703927598317
-2.5,1.1931931931931938,0.21244538924586942
-2.5,1.2092092092092095,0.21049948971699595
-2.5,1.2252252252252251,0.2085332767466388
-2.5,1.2412412412412408,0.20654735126414425
-2.5,1.2572572572572565,0.20454233202384828
-2.5,1.2732732732732739,0.20251885504174838
-2.5,1.2892892892892895,0.20047757300104005
-2.5,1.3053053053053052,0.1984191546278375
-2.5,1.3213213213213209,0.19634428403846277
-2.5,1.3373373373373365,0.194253660059733
-2.5,1.353353353353354,0.19214799552372677
-2.5,1.3693693693693696,0.1900280165385579
-2.5,1.3853853853853852,0.18789446173671728
-2.5,1.401401401401401,0.18574808150259028
-2.5,1.4174174174174166,0.18358963718077853
-2.5,1.433433433433434,0.1814199002668877
-2.5,1.4494494494494496,0.1792396515824666
-2.5,1.4654654654654653,0.17704968043579428
-2.5,1.481481481481481,0.174850783770237
-2.5,1.4974974974974966,0.1726437653018964
-2.5,1.513513513513514,0.1704294346482813
-2.5,1.5295295295295297,0.16820860644973726
-2.5,1.5455455455455454,0.16598209948535841
-2.5,1.561561561561561,0.1637507357851105
-2.5,1.5775775775775767,0.16151533973987145
-2.5,1.593593593593594,0.15927673721108693
-2.5,1.6096096096096097,0.15703575464172062
-2.5,1.6256256256256254,0.15479321817014854
-2.5,1.641641641641641,0.1525499527486321
-2.5,1.6576576576576567,0.1503067812679637
-2.5,1.6736736736736741,0.14806452368985254
-2.5,1.6896896896896898,0.14582399618858
-2.5,1.7057057057057055,0.14358601030341153
-2.5,1.721721721721721,0.14135137210321622
-2.5,1.7377377377377385,0.13912088136469294
-2.5,1.7537537537537542,0.1368953307655605
-2.5,1.7697697697697699,0.13467550509401133
-2.5,1.7857857857857855,0.1324621804756859
