schedule,seed,coverage_m,expected_s_norm,fid_phi,kid_phi,kid_phi_std,precision_phi,recall_phi,density_phi,coverage_phi,classifier_confidence,balance_error,mean_mse,transition_mse,low_noise_mse,high_noise_mse
cosine_vp,20260526,0.47788,0.6038909709978562,113.3179990857538,294.3675927734375,3.910062836437247e-05,0.99,0.66,0.502,0.13,0.8927497267723083,0.17000001668930054,0.1397178964689374,0.03640576141575972,0.30890739858150484,0.005715120118111372
hang_laplace_b0.5,20260526,0.91598,0.8739553182932721,141.05707492726458,321.8049090576172,3.522632819948262e-05,0.99,0.14,0.49400000000000005,0.12,0.8467817902565002,0.1499999761581421,0.31509625166654587,0.03177536899844805,0.6796198397874832,0.07193242851644754
dmsr_normal_s1.5,20260526,0.77273,0.7938338962142717,105.29526599586899,237.3951550292969,7.095845522135556e-05,0.99,0.75,0.614,0.14,0.9231897592544556,0.2200000286102295,0.28899709942440194,0.03196623641997576,0.6540199458599091,0.025491688633337617
dmsr_normal_s0.8,20260526,0.97712,0.8956394070595154,129.9469996060116,285.08024963378904,2.3944147028726843e-05,1.0,0.64,0.5660000000000001,0.13,0.8931823968887329,0.25,0.3908595548321803,0.03444353863596916,0.8649011433124543,0.06561958137899637
dmsr_normal_s0.3,20260526,1.0,0.9610443255550046,138.72889693836697,294.87030639648435,2.6604607809696492e-05,1.0,0.09,0.538,0.12,0.8849607706069946,0.25999999046325684,0.4348153054403762,0.043786377335588135,0.9344346642494201,0.1035628030076623
dmsr_laplace_b0.5,20260526,0.973485,0.9177358317353707,132.62941327749235,278.18711853027344,7.34326746552488e-05,1.0,0.55,0.584,0.13,0.8950552344322205,0.23000001907348633,0.35248327705388266,0.03518036752939224,0.7822446614503861,0.053258728701621294
