schedule,n_seeds,balance_error_mean,balance_error_std,balance_error_sem,balance_error_n,classifier_confidence_mean,classifier_confidence_std,classifier_confidence_sem,classifier_confidence_n,coverage_m_mean,coverage_m_std,coverage_m_sem,coverage_m_n,coverage_phi_mean,coverage_phi_std,coverage_phi_sem,coverage_phi_n,density_phi_mean,density_phi_std,density_phi_sem,density_phi_n,expected_s_mean,expected_s_std,expected_s_sem,expected_s_n,expected_s_norm_mean,expected_s_norm_std,expected_s_norm_sem,expected_s_norm_n,fid_phi_mean,fid_phi_std,fid_phi_sem,fid_phi_n,frac_class_0_mean,frac_class_0_std,frac_class_0_sem,frac_class_0_n,high_noise_mse_mean,high_noise_mse_std,high_noise_mse_sem,high_noise_mse_n,kid_phi_mean,kid_phi_std,kid_phi_sem,kid_phi_n,kid_phi_std_mean,kid_phi_std_std,kid_phi_std_sem,kid_phi_std_n,low_noise_mse_mean,low_noise_mse_std,low_noise_mse_sem,low_noise_mse_n,mean_mse_mean,mean_mse_std,mean_mse_sem,mean_mse_n,mean_skill_mean,mean_skill_std,mean_skill_sem,mean_skill_n,precision_phi_mean,precision_phi_std,precision_phi_sem,precision_phi_n,recall_phi_mean,recall_phi_std,recall_phi_sem,recall_phi_n,transition_mse_mean,transition_mse_std,transition_mse_sem,transition_mse_n,transition_skill_mean,transition_skill_std,transition_skill_sem,transition_skill_n
cosine_vp,1,0.0004000067710876465,nan,nan,1,0.9802928566932678,nan,nan,1,0.443865,nan,nan,1,0.7255,nan,nan,1,0.5994,nan,nan,1,0.833594536428324,nan,nan,1,0.4802075291251776,nan,nan,1,2.906517842005976,nan,nan,1,0.49959999322891235,nan,nan,1,0.004308446699082304,nan,nan,1,2.171378343478116,nan,nan,1,1.8346530775743088,nan,nan,1,0.1444137799553573,nan,nan,1,0.06648018565247185,nan,nan,1,0.9335198143475282,nan,nan,1,0.8445,nan,nan,1,0.9575,nan,nan,1,0.03933476470410824,nan,nan,1,0.9606652352958918,nan,nan,1
linear_vp,1,0.006600022315979004,nan,nan,1,0.9827136993408203,nan,nan,1,0.267745,nan,nan,1,0.7765,nan,nan,1,0.6864,nan,nan,1,0.558206239670591,nan,nan,1,0.321565014380969,nan,nan,1,2.05543736416908,nan,nan,1,0.506600022315979,nan,nan,1,0.004053571357764988,nan,nan,1,1.3792707051286794,nan,nan,1,1.3686949394469,nan,nan,1,0.15316754020750523,nan,nan,1,0.06993103764853004,nan,nan,1,0.93006896235147,nan,nan,1,0.8765,nan,nan,1,0.9275,nan,nan,1,0.039664307077016146,nan,nan,1,0.9603356929229838,nan,nan,1
uniform,1,0.005200028419494629,nan,nan,1,0.9638383984565735,nan,nan,1,0.153125,nan,nan,1,0.622,nan,nan,1,0.6234000000000001,nan,nan,1,0.3463463527978029,nan,nan,1,0.1995192135149637,nan,nan,1,8.689056043024951,nan,nan,1,0.5052000284194946,nan,nan,1,0.004358536529573886,nan,nan,1,6.119937814361879,nan,nan,1,2.453011471219215,nan,nan,1,0.13809635024517775,nan,nan,1,0.06443806640745606,nan,nan,1,0.9355619335925439,nan,nan,1,0.86,nan,nan,1,0.95,nan,nan,1,0.04198370448180607,nan,nan,1,0.9580162955181939,nan,nan,1
dmsr_normal_s0.5,1,0.12540000677108765,nan,nan,1,0.9197998046875,nan,nan,1,0.9797,nan,nan,1,0.0085,nan,nan,1,0.028100000000000003,nan,nan,1,1.53927189671611,nan,nan,1,0.8867260063159325,nan,nan,1,27.556682180541074,nan,nan,1,0.6254000067710876,nan,nan,1,0.1401476175250376,nan,nan,1,10.526228561293479,nan,nan,1,1.7705521720731303,nan,nan,1,0.6455720588564873,nan,nan,1,0.3245723930653185,nan,nan,1,0.6754276069346815,nan,nan,1,0.1325,nan,nan,1,0.2165,nan,nan,1,0.03874761185475758,nan,nan,1,0.9612523881452424,nan,nan,1
dmsr_normal_s1.5,1,0.09160000085830688,nan,nan,1,0.9316568374633789,nan,nan,1,0.66619,nan,nan,1,0.1465,nan,nan,1,0.3098,nan,nan,1,1.1385420371304595,nan,nan,1,0.6558781692573808,nan,nan,1,24.053675016375053,nan,nan,1,0.4083999991416931,nan,nan,1,0.019573775380302,nan,nan,1,12.410851076946836,nan,nan,1,3.7673942911306098,nan,nan,1,0.31919064139947295,nan,nan,1,0.14269639946869575,nan,nan,1,0.8573036005313043,nan,nan,1,0.6835,nan,nan,1,0.9145,nan,nan,1,0.038293076413018365,nan,nan,1,0.9617069235869816,nan,nan,1
dmsr_normal_s4.0,1,0.024399995803833008,nan,nan,1,0.9695641398429871,nan,nan,1,0.29803,nan,nan,1,0.652,nan,nan,1,0.6335000000000001,nan,nan,1,0.6070946118356763,nan,nan,1,0.3497280641304755,nan,nan,1,6.772414927250507,nan,nan,1,0.475600004196167,nan,nan,1,0.004556219793705489,nan,nan,1,4.829921473169808,nan,nan,1,2.5111475619787376,nan,nan,1,0.13908502645790577,nan,nan,1,0.0645928562102199,nan,nan,1,0.9354071437897801,nan,nan,1,0.8665,nan,nan,1,0.937,nan,nan,1,0.04012829836990152,nan,nan,1,0.9598717016300985,nan,nan,1
dmsr_laplace_b0.5,1,0.006599992513656616,nan,nan,1,0.9152011871337891,nan,nan,1,0.9276,nan,nan,1,0.0285,nan,nan,1,0.0727,nan,nan,1,1.4854621552142953,nan,nan,1,0.8557279108627567,nan,nan,1,26.53389536849585,nan,nan,1,0.4934000074863434,nan,nan,1,0.027102961533648127,nan,nan,1,12.263983816713276,nan,nan,1,2.607829460736696,nan,nan,1,0.42177307698875666,nan,nan,1,0.1869598346063867,nan,nan,1,0.8130401653936132,nan,nan,1,0.301,nan,nan,1,0.591,nan,nan,1,0.038467686623334885,nan,nan,1,0.9615323133766651,nan,nan,1
dmsr_laplace_b1.5,1,0.024800002574920654,nan,nan,1,0.9734838008880615,nan,nan,1,0.61938,nan,nan,1,0.6245,nan,nan,1,0.5563,nan,nan,1,1.0693292354015982,nan,nan,1,0.6160068564672866,nan,nan,1,5.18780313994666,nan,nan,1,0.47519999742507935,nan,nan,1,0.00441514587831026,nan,nan,1,4.0452227092242,nan,nan,1,2.4503904154540517,nan,nan,1,0.15510592656210065,nan,nan,1,0.07072303680251935,nan,nan,1,0.9292769631974807,nan,nan,1,0.839,nan,nan,1,0.972,nan,nan,1,0.03888130959655557,nan,nan,1,0.9611186904034444,nan,nan,1
dmsr_laplace_b4.0,1,0.02799999713897705,nan,nan,1,0.9688696265220642,nan,nan,1,0.31395,nan,nan,1,0.633,nan,nan,1,0.6162000000000001,nan,nan,1,0.608036223144445,nan,nan,1,0.35027049671636745,nan,nan,1,7.617697276353229,nan,nan,1,0.47200000286102295,nan,nan,1,0.004286911989979939,nan,nan,1,5.790466335365989,nan,nan,1,2.7225163853677325,nan,nan,1,0.13703760644420981,nan,nan,1,0.06371807520954462,nan,nan,1,0.9362819247904554,nan,nan,1,0.856,nan,nan,1,0.937,nan,nan,1,0.04046340020639556,nan,nan,1,0.9595365997936044,nan,nan,1
at0_normal_s0.5,1,0.42659997940063477,nan,nan,1,0.9690064191818237,nan,nan,1,0.99467,nan,nan,1,0.0165,nan,nan,1,0.06420000000000001,nan,nan,1,1.4952805503440312,nan,nan,1,0.8613839787221105,nan,nan,1,62.96542036052216,nan,nan,1,0.9265999794006348,nan,nan,1,0.06156964972615242,nan,nan,1,11.214795860829982,nan,nan,1,3.1279129096778315,nan,nan,1,0.7020191652700305,nan,nan,1,0.31377769079990686,nan,nan,1,0.6862223092000932,nan,nan,1,0.262,nan,nan,1,0.401,nan,nan,1,0.03887384890445641,nan,nan,1,0.9611261510955436,nan,nan,1
