schedule,seed,lambda,mse
cosine_vp,20260526,-15.0,0.00011199194705113769
cosine_vp,20260526,-14.23076923076923,0.00010208722960669547
cosine_vp,20260526,-13.461538461538462,9.964021592168137e-05
cosine_vp,20260526,-12.692307692307692,0.00010445655061630532
cosine_vp,20260526,-11.923076923076923,9.851829236140475e-05
cosine_vp,20260526,-11.153846153846153,0.00010099774226546288
cosine_vp,20260526,-10.384615384615383,0.00010369373194407672
cosine_vp,20260526,-9.615384615384615,0.0001129809461417608
cosine_vp,20260526,-8.846153846153847,0.00012404103472363204
cosine_vp,20260526,-8.076923076923077,0.00015219648776110262
cosine_vp,20260526,-7.3076923076923075,0.00022619518858846277
cosine_vp,20260526,-6.538461538461538,0.0003573128196876496
cosine_vp,20260526,-5.769230769230768,0.0006191765423864126
cosine_vp,20260526,-5.0,0.0010767480125650764
cosine_vp,20260526,-4.23076923076923,0.0018842900171875954
cosine_vp,20260526,-3.4615384615384617,0.0032883721869438887
cosine_vp,20260526,-2.6923076923076916,0.005611696746200323
cosine_vp,20260526,-1.9230769230769216,0.009467534720897675
cosine_vp,20260526,-1.1538461538461533,0.015774471685290337
cosine_vp,20260526,-0.38461538461538325,0.026292547583580017
cosine_vp,20260526,0.384615384615385,0.043367721140384674
cosine_vp,20260526,1.1538461538461533,0.070313960313797
cosine_vp,20260526,1.9230769230769234,0.1070212572813034
cosine_vp,20260526,2.6923076923076934,0.1476554274559021
cosine_vp,20260526,3.4615384615384635,0.1856127381324768
cosine_vp,20260526,4.2307692307692335,0.21786466240882874
cosine_vp,20260526,5.0,0.25059062242507935
cosine_vp,20260526,5.76923076923077,0.29132673144340515
cosine_vp,20260526,6.53846153846154,0.341837614774704
cosine_vp,20260526,7.30769230769231,0.3984014391899109
cosine_vp,20260526,8.076923076923077,0.4634856581687927
cosine_vp,20260526,8.846153846153847,0.5293244123458862
cosine_vp,20260526,9.615384615384617,0.5964871644973755
cosine_vp,20260526,10.384615384615387,0.6680747866630554
cosine_vp,20260526,11.153846153846157,0.7419235110282898
cosine_vp,20260526,11.923076923076923,0.8139860033988953
cosine_vp,20260526,12.692307692307693,0.8760180473327637
cosine_vp,20260526,13.461538461538463,0.9260179996490479
cosine_vp,20260526,14.230769230769234,0.9590646624565125
cosine_vp,20260526,15.0,0.9782006740570068
linear_vp,20260526,-15.0,0.0007101004011929035
linear_vp,20260526,-14.23076923076923,0.0005458376836031675
linear_vp,20260526,-13.461538461538462,0.00036927880137227476
linear_vp,20260526,-12.692307692307692,0.0001875020534498617
linear_vp,20260526,-11.923076923076923,8.46542461658828e-05
linear_vp,20260526,-11.153846153846153,5.3135459893383086e-05
linear_vp,20260526,-10.384615384615383,5.7925324654206634e-05
linear_vp,20260526,-9.615384615384615,6.768632010789588e-05
linear_vp,20260526,-8.846153846153847,8.399181388085708e-05
linear_vp,20260526,-8.076923076923077,0.00012078425788786262
linear_vp,20260526,-7.3076923076923075,0.00018937353161163628
linear_vp,20260526,-6.538461538461538,0.0003287050349172205
linear_vp,20260526,-5.769230769230768,0.0005923041026107967
linear_vp,20260526,-5.0,0.0010481331264600158
linear_vp,20260526,-4.23076923076923,0.0018609463004395366
linear_vp,20260526,-3.4615384615384617,0.003223402425646782
linear_vp,20260526,-2.6923076923076916,0.0055875033140182495
linear_vp,20260526,-1.9230769230769216,0.009518023580312729
linear_vp,20260526,-1.1538461538461533,0.015667688101530075
linear_vp,20260526,-0.38461538461538325,0.025549782440066338
linear_vp,20260526,0.384615384615385,0.04175599664449692
linear_vp,20260526,1.1538461538461533,0.06474030762910843
linear_vp,20260526,1.9230769230769234,0.09329690784215927
linear_vp,20260526,2.6923076923076934,0.12389232963323593
linear_vp,20260526,3.4615384615384635,0.15464353561401367
linear_vp,20260526,4.2307692307692335,0.18836259841918945
linear_vp,20260526,5.0,0.22893933951854706
linear_vp,20260526,5.76923076923077,0.2778349220752716
linear_vp,20260526,6.53846153846154,0.3343943953514099
linear_vp,20260526,7.30769230769231,0.39766359329223633
linear_vp,20260526,8.076923076923077,0.4655320644378662
linear_vp,20260526,8.846153846153847,0.5385006070137024
linear_vp,20260526,9.615384615384617,0.6120069622993469
linear_vp,20260526,10.384615384615387,0.6881860494613647
linear_vp,20260526,11.153846153846157,0.7627030611038208
linear_vp,20260526,11.923076923076923,0.8340950012207031
linear_vp,20260526,12.692307692307693,0.8966595530509949
linear_vp,20260526,13.461538461538463,0.943732738494873
linear_vp,20260526,14.230769230769234,0.9745680689811707
linear_vp,20260526,15.0,0.9905921816825867
uniform,20260526,-15.0,0.0001017975591821596
uniform,20260526,-14.23076923076923,0.00010622670379234478
uniform,20260526,-13.461538461538462,0.00010807154467329383
uniform,20260526,-12.692307692307692,0.00010331794328521937
uniform,20260526,-11.923076923076923,0.00010843128256965429
uniform,20260526,-11.153846153846153,0.00010297013068338856
uniform,20260526,-10.384615384615383,0.00011203548638150096
uniform,20260526,-9.615384615384615,0.00012049767246935517
uniform,20260526,-8.846153846153847,0.0001353890693280846
uniform,20260526,-8.076923076923077,0.00017033639596775174
uniform,20260526,-7.3076923076923075,0.0002406929706921801
uniform,20260526,-6.538461538461538,0.0003786554734688252
uniform,20260526,-5.769230769230768,0.0006393987569026649
uniform,20260526,-5.0,0.0011300505138933659
uniform,20260526,-4.23076923076923,0.002010588999837637
uniform,20260526,-3.4615384615384617,0.0033741507213562727
uniform,20260526,-2.6923076923076916,0.0058526708744466305
uniform,20260526,-1.9230769230769216,0.009707918390631676
uniform,20260526,-1.1538461538461533,0.015361952595412731
uniform,20260526,-0.38461538461538325,0.02364024519920349
uniform,20260526,0.384615384615385,0.03547527641057968
uniform,20260526,1.1538461538461533,0.05121227726340294
uniform,20260526,1.9230769230769234,0.07240645587444305
uniform,20260526,2.6923076923076934,0.09832346439361572
uniform,20260526,3.4615384615384635,0.1315937489271164
uniform,20260526,4.2307692307692335,0.16976593434810638
uniform,20260526,5.0,0.21704280376434326
uniform,20260526,5.76923076923077,0.2712683081626892
uniform,20260526,6.53846153846154,0.33149975538253784
uniform,20260526,7.30769230769231,0.395750492811203
uniform,20260526,8.076923076923077,0.45905613899230957
uniform,20260526,8.846153846153847,0.5162729620933533
uniform,20260526,9.615384615384617,0.5704948902130127
uniform,20260526,10.384615384615387,0.6336795091629028
uniform,20260526,11.153846153846157,0.708234965801239
uniform,20260526,11.923076923076923,0.7839118838310242
uniform,20260526,12.692307692307693,0.8522036075592041
uniform,20260526,13.461538461538463,0.9014781713485718
uniform,20260526,14.230769230769234,0.9365540742874146
uniform,20260526,15.0,0.9600667953491211
dmsr_normal_s0.5,20260526,-15.0,0.5547835230827332
dmsr_normal_s0.5,20260526,-14.23076923076923,0.5625659823417664
dmsr_normal_s0.5,20260526,-13.461538461538462,0.5206927061080933
dmsr_normal_s0.5,20260526,-12.692307692307692,0.456728458404541
dmsr_normal_s0.5,20260526,-11.923076923076923,0.4231439530849457
dmsr_normal_s0.5,20260526,-11.153846153846153,0.43887659907341003
dmsr_normal_s0.5,20260526,-10.384615384615383,0.5144227743148804
