schedule,sigma,mse,mode_error
cosine_vp_as_ve,0.010000000000000005,0.47292208671569824,0.0
cosine_vp_as_ve,0.01100994602298563,0.433074414730072,0.0
cosine_vp_as_ve,0.012121891142905695,0.45065969228744507,0.0
cosine_vp_as_ve,0.013346136717989924,0.4088081121444702,0.0078125
cosine_vp_as_ve,0.01469402448804556,0.4257921874523163,0.0
cosine_vp_as_ve,0.01617804164738105,0.4251575767993927,0.0
cosine_vp_as_ve,0.01781193652952788,0.39390286803245544,0.0
cosine_vp_as_ve,0.019610845975494787,0.3879430592060089,0.0
cosine_vp_as_ve,0.02159143556552824,0.4252358078956604,0.00390625
cosine_vp_as_ve,0.023772054013523794,0.5600109100341797,0.0
cosine_vp_as_ve,0.02617290315443958,0.6181338429450989,0.0
cosine_vp_as_ve,0.028816225099520986,0.6416060924530029,0.0
cosine_vp_as_ve,0.03172650829319295,0.5695146322250366,0.0
cosine_vp_as_ve,0.03493071438058602,0.5558120012283325,0.0
cosine_vp_as_ve,0.038458527987457976,0.49428436160087585,0.0
cosine_vp_as_ve,0.04234263172653941,0.457742303609848,0.0
cosine_vp_as_ve,0.04661900897803576,0.4860365390777588,0.00390625
cosine_vp_as_ve,0.0513272772493256,0.42765146493911743,0.0
cosine_vp_as_ve,0.05651105520218928,0.4937596619129181,0.0
cosine_vp_as_ve,0.062218366747806474,0.41985514760017395,0.0
cosine_vp_as_ve,0.0685020859531673,0.3973722755908966,0.0
cosine_vp_as_ve,0.07542042688062935,0.39246922731399536,0.0
cosine_vp_as_ve,0.0830374828986263,0.3403019309043884,0.0
cosine_vp_as_ve,0.09142382045984675,0.33280107378959656,0.0
cosine_vp_as_ve,0.10065713284780411,0.2784179449081421,0.0
cosine_vp_as_ve,0.11082295994828163,0.2944919466972351,0.0
cosine_vp_as_ve,0.12201548071380787,0.3312021493911743,0.0
cosine_vp_as_ve,0.13433838566276676,0.39033243060112,0.00390625
cosine_vp_as_ve,0.14790583749620875,0.39300939440727234,0.00390625
cosine_vp_as_ve,0.16284352873177418,0.38877177238464355,0.0
cosine_vp_as_ve,0.1792898461529342,0.3973800539970398,0.0
cosine_vp_as_ve,0.19739715286132026,0.3578510284423828,0.0
cosine_vp_as_ve,0.21733319980941776,0.3477833867073059,0.0
cosine_vp_as_ve,0.23928267989044386,0.3284410536289215,0.0
cosine_vp_as_ve,0.2634489389829135,0.3036835193634033,0.0
cosine_vp_as_ve,0.290055859801471,0.3485207259654999,0.0
cosine_vp_as_ve,0.3193499360064882,0.3683291971683502,0.0
cosine_vp_as_ve,0.35160255578753474,0.35712099075317383,0.0
cosine_vp_as_ve,0.3871125160764548,0.4109807014465332,0.0
cosine_vp_as_ve,0.4262087906823923,0.4898786246776581,0.00390625
cosine_vp_as_ve,0.46925357799351164,0.43442803621292114,0.0
cosine_vp_as_ve,0.5166456564801436,0.4961467385292053,0.0
cosine_vp_as_ve,0.5688240790856355,0.5371738076210022,0.00390625
cosine_vp_as_ve,0.6262722407307354,0.6252344846725464,0.0078125
cosine_vp_as_ve,0.6895223566139651,0.6578120589256287,0.01171875
cosine_vp_as_ve,0.7591603927961601,0.6359356641769409,0.0
cosine_vp_as_ve,0.8358314947474289,0.7584855556488037,0.01171875
cosine_vp_as_ve,0.9202459641480578,0.8042427897453308,0.03515625
cosine_vp_as_ve,1.0131858393140483,0.884911298751831,0.04296875
cosine_vp_as_ve,1.1155121402101058,1.0641237497329712,0.05859375
cosine_vp_as_ve,1.2281728451698428,0.9945894479751587,0.05859375
cosine_vp_as_ve,1.3522116732216651,1.2132821083068848,0.09375
cosine_vp_as_ve,1.4887777533821611,1.242559552192688,0.0703125
cosine_vp_as_ve,1.6391362704959387,1.8136420249938965,0.15625
cosine_vp_as_ve,1.804680186247825,1.7044364213943481,0.1484375
cosine_vp_as_ve,1.9869431439340202,1.9423445463180542,0.1796875
cosine_vp_as_ve,2.18761367654549,2.068894147872925,0.15625
cosine_vp_as_ve,2.4085508497910983,2.5219078063964844,0.2109375
cosine_vp_as_ve,2.651801484981615,2.848095178604126,0.2734375
cosine_vp_as_ve,2.9196191213320715,2.4340860843658447,0.21875
cosine_vp_as_ve,3.21448489335428,3.0602285861968994,0.26171875
cosine_vp_as_ve,3.5391305167533327,3.0256130695343018,0.26953125
cosine_vp_as_ve,3.896563595775542,3.1642415523529053,0.28125
cosine_vp_as_ve,4.290095486461946,3.611814022064209,0.296875
cosine_vp_as_ve,4.723371973940028,3.8561716079711914,0.2890625
cosine_vp_as_ve,5.200407047956278,4.325031757354736,0.33203125
cosine_vp_as_ve,5.72562008955526,4.502868175506592,0.3515625
cosine_vp_as_ve,6.303876813412554,4.922158241271973,0.40625
cosine_vp_as_ve,6.940534345122285,4.142051696777344,0.3515625
cosine_vp_as_ve,7.6414908510474175,5.153753757476807,0.40625
cosine_vp_as_ve,8.413240180517057,5.289539337158203,0.41796875
cosine_vp_as_ve,9.262932026590663,4.66516637802124,0.40234375
cosine_vp_as_ve,10.198438162734806,5.459353923797607,0.48828125
cosine_vp_as_ve,11.228425369046683,5.161229133605957,0.46484375
cosine_vp_as_ve,12.362435723632643,5.422852516174316,0.46875
cosine_vp_as_ve,13.610975002982464,5.536521911621094,0.5234375
cosine_vp_as_ve,14.985610010304342,4.973711013793945,0.45703125
cosine_vp_as_ve,16.499075733496387,5.39702844619751,0.46484375
cosine_vp_as_ve,18.16539332549472,6.11751127243042,0.53125
cosine_vp_as_ve,19.999999999999996,5.61978006362915,0.453125
linear_gamma_as_ve,0.010000000000000005,0.3864004611968994,0.0
linear_gamma_as_ve,0.01100994602298563,0.49689096212387085,0.00390625
linear_gamma_as_ve,0.012121891142905695,0.5786640644073486,0.00390625
linear_gamma_as_ve,0.013346136717989924,0.6077573299407959,0.00390625
linear_gamma_as_ve,0.01469402448804556,0.5268677473068237,0.0
linear_gamma_as_ve,0.01617804164738105,0.6053907871246338,0.0078125
linear_gamma_as_ve,0.01781193652952788,0.6182041168212891,0.00390625
linear_gamma_as_ve,0.019610845975494787,0.6804108023643494,0.0
linear_gamma_as_ve,0.02159143556552824,0.765501081943512,0.0
linear_gamma_as_ve,0.023772054013523794,0.645771861076355,0.00390625
linear_gamma_as_ve,0.02617290315443958,0.6299305558204651,0.00390625
linear_gamma_as_ve,0.028816225099520986,0.6264281868934631,0.0
linear_gamma_as_ve,0.03172650829319295,0.6103917956352234,0.0
linear_gamma_as_ve,0.03493071438058602,0.49915003776550293,0.0
linear_gamma_as_ve,0.038458527987457976,0.4167999029159546,0.0
linear_gamma_as_ve,0.04234263172653941,0.3661825656890869,0.0
linear_gamma_as_ve,0.04661900897803576,0.3520883023738861,0.0
linear_gamma_as_ve,0.0513272772493256,0.35119032859802246,0.0
linear_gamma_as_ve,0.05651105520218928,0.3673108220100403,0.0
linear_gamma_as_ve,0.062218366747806474,0.4199218153953552,0.0
linear_gamma_as_ve,0.0685020859531673,0.4026440382003784,0.0
linear_gamma_as_ve,0.07542042688062935,0.37351810932159424,0.0
linear_gamma_as_ve,0.0830374828986263,0.324856698513031,0.0
linear_gamma_as_ve,0.09142382045984675,0.3430028259754181,0.0
linear_gamma_as_ve,0.10065713284780411,0.3127150535583496,0.0
linear_gamma_as_ve,0.11082295994828163,0.3244132697582245,0.0
linear_gamma_as_ve,0.12201548071380787,0.32752853631973267,0.0
linear_gamma_as_ve,0.13433838566276676,0.37117916345596313,0.0
linear_gamma_as_ve,0.14790583749620875,0.3595978021621704,0.0
linear_gamma_as_ve,0.16284352873177418,0.3568412661552429,0.0
linear_gamma_as_ve,0.1792898461529342,0.31805774569511414,0.0
linear_gamma_as_ve,0.19739715286132026,0.34593087434768677,0.0
linear_gamma_as_ve,0.21733319980941776,0.26111042499542236,0.0
linear_gamma_as_ve,0.23928267989044386,0.2816823720932007,0.0
linear_gamma_as_ve,0.2634489389829135,0.332291841506958,0.0
linear_gamma_as_ve,0.290055859801471,0.345590204000473,0.0
linear_gamma_as_ve,0.3193499360064882,0.3573189973831177,0.0
linear_gamma_as_ve,0.35160255578753474,0.31979304552078247,0.0
linear_gamma_as_ve,0.3871125160764548,0.3510880470275879,0.0
linear_gamma_as_ve,0.4262087906823923,0.33305850625038147,0.0
linear_gamma_as_ve,0.46925357799351164,0.3373793363571167,0.00390625
linear_gamma_as_ve,0.5166456564801436,0.3608046770095825,0.0
linear_gamma_as_ve,0.5688240790856355,0.4191542863845825,0.00390625
linear_gamma_as_ve,0.6262722407307354,0.5159330368041992,0.0
linear_gamma_as_ve,0.6895223566139651,0.5855801701545715,0.01171875
linear_gamma_as_ve,0.7591603927961601,0.6139357686042786,0.0234375
linear_gamma_as_ve,0.8358314947474289,0.6449620723724365,0.015625
linear_gamma_as_ve,0.9202459641480578,0.702817976474762,0.0390625
linear_gamma_as_ve,1.0131858393140483,0.9333516955375671,0.0546875
linear_gamma_as_ve,1.1155121402101058,0.8850051164627075,0.0703125
linear_gamma_as_ve,1.2281728451698428,1.1857693195343018,0.05078125
linear_gamma_as_ve,1.3522116732216651,1.2819701433181763,0.07421875
linear_gamma_as_ve,1.4887777533821611,1.2767157554626465,0.09765625
linear_gamma_as_ve,1.6391362704959387,1.3889350891113281,0.109375
linear_gamma_as_ve,1.804680186247825,1.6334997415542603,0.12890625
linear_gamma_as_ve,1.9869431439340202,1.801522135734558,0.17578125
