schedule,coverage_m,expected_s_norm,mean_mse,transition_mse,low_noise_mse,high_noise_mse,mean_mode_error,transition_mode_error
cosine_vp_as_ve,0.58856,0.8129424672456519,1.6985750019550323,0.9728252382382102,0.423491770029068,4.485854896632108,0.121044921875,0.05434782608695652
linear_gamma_as_ve,0.789455,1.023894298985564,2.966481540352106,0.929364782312642,0.44533210141318186,9.10711407661438,0.119921875,0.05638586956521739
hang_laplace_lambda_b0.5,0.983015,1.253455121849847,13.838995158090256,0.9873886743317479,0.0928376312234572,49.143652547489516,0.118994140625,0.05213994565217391
edm_lognormal,0.50335,0.7173834844900081,16.75148665611632,1.1026851768079011,0.1525703397180353,59.5189641605724,0.119580078125,0.05247961956521739
r_normal_wide,0.61002,0.844756862492147,21.382302137743682,1.3105646423671558,0.106499459700925,76.21425923434171,0.11611328125,0.05146059782608696
r_normal_mid,0.74136,0.9591160793875007,27.41013965010643,1.56572098058203,0.22441837617329188,97.67931574041194,0.1216796875,0.06148097826086957
r_normal_narrow,0.9283,0.9926356746662668,18.764241186669096,1.099096118108086,0.22333591101425035,66.72924215143377,0.117431640625,0.056216032608695655
r_laplace_mid,0.732815,0.9246338632396579,20.146568847680463,1.2794122229451719,0.11594817861914634,71.738220019774,0.121923828125,0.06453804347826086
