schedule,sigma,mse,mode_error
cosine_vp_as_ve,0.010000000000000005,0.009170237928628922,0.0
cosine_vp_as_ve,0.01100994602298563,0.006795414723455906,0.0
cosine_vp_as_ve,0.012121891142905695,0.0041722496971488,0.0
cosine_vp_as_ve,0.013346136717989924,0.003680009627714753,0.0
cosine_vp_as_ve,0.01469402448804556,0.007041873876005411,0.0
cosine_vp_as_ve,0.01617804164738105,0.009354110807180405,0.0009765625
cosine_vp_as_ve,0.01781193652952788,0.006849959492683411,0.0
cosine_vp_as_ve,0.019610845975494787,0.005958803463727236,0.0
cosine_vp_as_ve,0.02159143556552824,0.010960097424685955,0.0
cosine_vp_as_ve,0.023772054013523794,0.01363726519048214,0.00048828125
cosine_vp_as_ve,0.02617290315443958,0.013518470339477062,0.0
cosine_vp_as_ve,0.028816225099520986,0.012234368361532688,0.0
cosine_vp_as_ve,0.03172650829319295,0.012415332719683647,0.0
cosine_vp_as_ve,0.03493071438058602,0.012594753876328468,0.0
cosine_vp_as_ve,0.038458527987457976,0.012169656343758106,0.0
cosine_vp_as_ve,0.04234263172653941,0.010925943031907082,0.0
cosine_vp_as_ve,0.04661900897803576,0.013147920370101929,0.0
cosine_vp_as_ve,0.0513272772493256,0.01243803184479475,0.0
cosine_vp_as_ve,0.05651105520218928,0.009273404255509377,0.0
cosine_vp_as_ve,0.062218366747806474,0.009460282512009144,0.0
cosine_vp_as_ve,0.0685020859531673,0.013702945783734322,0.0
cosine_vp_as_ve,0.07542042688062935,0.0168893001973629,0.0
cosine_vp_as_ve,0.0830374828986263,0.017694590613245964,0.0
cosine_vp_as_ve,0.09142382045984675,0.013126824982464314,0.0
cosine_vp_as_ve,0.10065713284780411,0.013811420649290085,0.0
cosine_vp_as_ve,0.11082295994828163,0.01633935049176216,0.0
cosine_vp_as_ve,0.12201548071380787,0.01858091540634632,0.0
cosine_vp_as_ve,0.13433838566276676,0.02040940336883068,0.0
cosine_vp_as_ve,0.14790583749620875,0.02537703514099121,0.0
cosine_vp_as_ve,0.16284352873177418,0.02951967529952526,0.0
cosine_vp_as_ve,0.1792898461529342,0.03463461995124817,0.0
cosine_vp_as_ve,0.19739715286132026,0.04181892052292824,0.0
cosine_vp_as_ve,0.21733319980941776,0.051940858364105225,0.0
cosine_vp_as_ve,0.23928267989044386,0.06024590879678726,0.0
cosine_vp_as_ve,0.2634489389829135,0.06321757286787033,0.0
cosine_vp_as_ve,0.290055859801471,0.06562059372663498,0.00048828125
cosine_vp_as_ve,0.3193499360064882,0.08052144944667816,0.0009765625
cosine_vp_as_ve,0.35160255578753474,0.09962888062000275,0.00048828125
cosine_vp_as_ve,0.3871125160764548,0.10810612142086029,0.0009765625
cosine_vp_as_ve,0.4262087906823923,0.115643709897995,0.001953125
cosine_vp_as_ve,0.46925357799351164,0.13105863332748413,0.00244140625
cosine_vp_as_ve,0.5166456564801436,0.14955420792102814,0.001953125
cosine_vp_as_ve,0.5688240790856355,0.17210397124290466,0.00341796875
cosine_vp_as_ve,0.6262722407307354,0.19224408268928528,0.0048828125
cosine_vp_as_ve,0.6895223566139651,0.24243128299713135,0.01025390625
cosine_vp_as_ve,0.7591603927961601,0.2596266269683838,0.0107421875
cosine_vp_as_ve,0.8358314947474289,0.3583136796951294,0.02685546875
cosine_vp_as_ve,0.9202459641480578,0.4151330888271332,0.03466796875
cosine_vp_as_ve,1.0131858393140483,0.4862799644470215,0.03662109375
cosine_vp_as_ve,1.1155121402101058,0.6546615362167358,0.05615234375
cosine_vp_as_ve,1.2281728451698428,0.7269967794418335,0.05908203125
cosine_vp_as_ve,1.3522116732216651,0.9422929286956787,0.076171875
