schedule,coverage_m,expected_s_norm,mean_mse,transition_mse,low_noise_mse,high_noise_mse,mean_mode_error,transition_mode_error
cosine_vp_as_ve,0.588405,0.8142170009284657,1.2287185852444964,0.6851571613679761,0.018088786523523075,3.7229892990805884,0.11759033203125,0.054029381793478264
linear_gamma_as_ve,0.792,1.0261586644674925,1.2606978261610493,0.6788167325050934,0.07685203461774757,3.7524190924384375,0.119415283203125,0.053350033967391304
hang_laplace_lambda_b0.5,0.98334,1.2534996886447185,2.097746407939121,0.6756364077977512,0.06811531452195985,6.813456329432401,0.1194580078125,0.055112092391304345
edm_lognormal,0.505415,0.7190838664904011,1.2656921047047944,0.69275827543891,0.012539516662114433,3.8583202253688467,0.119677734375,0.05479364809782609
r_normal_wide,0.612685,0.8466405487053525,1.7475927064195276,0.6958145074870276,0.02524435967206955,5.587278647856279,0.119091796875,0.05543053668478261
r_normal_mid,0.74262,0.959033734842677,8.47651461288333,0.7372852920190148,0.050503361650875635,29.972544984384015,0.119610595703125,0.05483610733695652
r_normal_narrow,0.927685,0.9931061992794419,13.01108087063767,0.8938775506356488,0.055537870419876914,46.29015729644082,0.118634033203125,0.054623811141304345
r_laplace_mid,0.732185,0.9238532325746998,1.4407943964586594,0.6936049931075262,0.04635361595345395,4.44037546894767,0.120098876953125,0.052861752717391304
