schedule,coverage_m,expected_s_norm,mean_mse,transition_mse,low_noise_mse,high_noise_mse,mean_mode_error,transition_mode_error
cosine_vp_as_ve,0.58682,0.574393077681674,1.3964175066445024,0.7908450420136037,0.07081750918711935,4.138425079259005,0.132666015625,0.053158967391304345
linear_gamma_as_ve,0.7908,0.7244936548770246,1.477950282394886,0.7526033860833748,0.10814930690186364,4.415496316823092,0.117919921875,0.056470788043478264
hang_laplace_lambda_b0.5,0.983035,0.8863776420895255,6.63998131910339,0.836207183158916,0.17869397210223334,22.98688414963809,0.1184814453125,0.05536684782608696
edm_lognormal,0.50056,0.5057098676259303,1.7735277194529773,0.7831914463768834,0.03349006686891828,5.577120997688987,0.118017578125,0.058084239130434784
r_normal_wide,0.77991,0.718140707073726,2.1737737317336725,0.7828244385511979,0.08307615108788013,6.95405778017911,0.1216796875,0.055876358695652176
r_normal_mid,0.982045,0.8921962544007331,11.698294776829425,0.9546055547569109,0.0211226492321917,41.507652802900836,0.118310546875,0.05731997282608696
r_normal_narrow,1.0,0.9746616964890346,11.462524560000748,0.9765654679225839,0.14739571064710616,40.42645950750871,0.1162109375,0.05086616847826087
r_laplace_mid,0.912085,0.8456979942840366,2.991688961116597,0.7790996594273526,0.036747512114899496,10.005893718112599,0.118603515625,0.056216032608695655
