schedule,sigma,mse,mode_error
hang_laplace_lambda_b0.5,0.5688240790856355,0.24560704827308655,0.001953125
hang_laplace_lambda_b0.5,0.6262722407307354,0.2563914358615875,0.00390625
hang_laplace_lambda_b0.5,0.6895223566139651,0.38065218925476074,0.013671875
hang_laplace_lambda_b0.5,0.7591603927961601,0.4140847623348236,0.015625
hang_laplace_lambda_b0.5,0.8358314947474289,0.5327679514884949,0.01953125
hang_laplace_lambda_b0.5,0.9202459641480578,0.6606887578964233,0.03515625
hang_laplace_lambda_b0.5,1.0131858393140483,0.8134234547615051,0.0546875
hang_laplace_lambda_b0.5,1.1155121402101058,0.8490360379219055,0.05078125
hang_laplace_lambda_b0.5,1.2281728451698428,0.9439964294433594,0.05859375
hang_laplace_lambda_b0.5,1.3522116732216651,1.207602858543396,0.087890625
hang_laplace_lambda_b0.5,1.4887777533821611,1.4491124153137207,0.1171875
hang_laplace_lambda_b0.5,1.6391362704959387,1.563559889793396,0.10546875
hang_laplace_lambda_b0.5,1.804680186247825,1.8058302402496338,0.15625
hang_laplace_lambda_b0.5,1.9869431439340202,1.9333312511444092,0.166015625
hang_laplace_lambda_b0.5,2.18761367654549,2.355902671813965,0.17578125
hang_laplace_lambda_b0.5,2.4085508497910983,2.6236343383789062,0.201171875
hang_laplace_lambda_b0.5,2.651801484981615,3.290825843811035,0.220703125
hang_laplace_lambda_b0.5,2.9196191213320715,3.812054395675659,0.26171875
hang_laplace_lambda_b0.5,3.21448489335428,4.742123603820801,0.2734375
hang_laplace_lambda_b0.5,3.5391305167533327,5.000452995300293,0.30859375
hang_laplace_lambda_b0.5,3.896563595775542,5.410787582397461,0.3203125
hang_laplace_lambda_b0.5,4.290095486461946,6.037796497344971,0.314453125
hang_laplace_lambda_b0.5,4.723371973940028,7.711240291595459,0.357421875
hang_laplace_lambda_b0.5,5.200407047956278,8.273457527160645,0.34375
hang_laplace_lambda_b0.5,5.72562008955526,7.96917724609375,0.322265625
hang_laplace_lambda_b0.5,6.303876813412554,10.2893705368042,0.34375
hang_laplace_lambda_b0.5,6.940534345122285,11.329157829284668,0.38671875
hang_laplace_lambda_b0.5,7.6414908510474175,14.089593887329102,0.408203125
hang_laplace_lambda_b0.5,8.413240180517057,17.178207397460938,0.400390625
hang_laplace_lambda_b0.5,9.262932026590663,18.678462982177734,0.431640625
hang_laplace_lambda_b0.5,10.198438162734806,25.438282012939453,0.41015625
hang_laplace_lambda_b0.5,11.228425369046683,26.809322357177734,0.4140625
hang_laplace_lambda_b0.5,12.362435723632643,33.01970291137695,0.4375
hang_laplace_lambda_b0.5,13.610975002982464,42.07693099975586,0.423828125
hang_laplace_lambda_b0.5,14.985610010304342,48.81517028808594,0.45703125
hang_laplace_lambda_b0.5,16.499075733496387,56.253196716308594,0.42578125
hang_laplace_lambda_b0.5,18.16539332549472,64.75237274169922,0.4609375
hang_laplace_lambda_b0.5,19.999999999999996,84.7337646484375,0.43359375
edm_lognormal,0.010000000000000005,0.04830659180879593,0.0
edm_lognormal,0.01100994602298563,0.04697124660015106,0.0
edm_lognormal,0.012121891142905695,0.031653307378292084,0.0
edm_lognormal,0.013346136717989924,0.020257582888007164,0.0
edm_lognormal,0.01469402448804556,0.023957272991538048,0.0
edm_lognormal,0.01617804164738105,0.02247786521911621,0.0
edm_lognormal,0.01781193652952788,0.017850445583462715,0.0
edm_lognormal,0.019610845975494787,0.022500570863485336,0.0
