schedule,seed,coverage_m,expected_s_norm,fid_phi,kid_phi,kid_phi_std,precision_phi,recall_phi,density_phi,coverage_phi,classifier_confidence,balance_error,mean_mse,transition_mse,low_noise_mse,high_noise_mse
cosine_vp,20260526,0.44608,0.480101753459253,16.868040453895766,7.936515851616138,2.2082205336555965,0.9255,0.96,0.7207,0.5835,0.9426111578941345,0.14920002222061157,0.06822898718601209,0.040067097704325406,0.1483730673789978,0.004395336790955351
linear_vp,20260526,0.267035,0.3217513729053375,12.796183717979043,7.245266701931423,2.413847823912723,0.9245,0.95,0.7458,0.6585,0.9477573037147522,0.0942000150680542,0.07049104676716525,0.040293650169457705,0.15408978145569563,0.004244106835839749
uniform,20260526,0.1545,0.19968153787701895,20.376137228780962,11.382403968502778,3.027614227100074,0.9205,0.9375,0.7169,0.4965,0.9317004084587097,0.07520002126693726,0.06439056789331517,0.042841504993183274,0.13750402629375458,0.0044510447106029674
hang_laplace_b0.5,20260526,0.947685,0.8343604256642123,14.666147550389727,8.992356406888096,3.1040998123055785,0.8305,0.974,0.4798,0.3545,0.9368899464607239,0.002400010824203491,0.20530741371330805,0.03880941974265235,0.48451085202395916,0.01108570458531818
dmsr_normal_s0.3,20260526,0.999695,0.9318303505774013,38.01662194803792,17.48007388297957,4.139506367116163,0.4155,0.387,0.1033,0.026,0.9195897579193115,0.13999998569488525,0.35359004363417623,0.04039432427712849,0.7028678967617452,0.15382088983760162
dmsr_normal_s0.8,20260526,0.89551,0.8083267368976353,43.9047285667398,8.913127867234355,1.7116975992264767,0.4525,0.2385,0.1401,0.0205,0.9451169967651367,0.3460000157356262,0.25024110099766406,0.038610349276236126,0.5380497886799276,0.06650441035847454
dmsr_normal_s1.5,20260526,0.666615,0.6521900811933875,16.160700088131556,8.766803785243178,3.001126553292989,0.7275,0.907,0.3387,0.2045,0.9359943270683289,0.008199989795684814,0.14380341956857592,0.03884007276168892,0.3235503900796175,0.01785000189043143
dmsr_normal_s2.5,20260526,0.452505,0.48979068727190994,12.528348137023839,7.210148518340755,2.472443487206046,0.908,0.976,0.6797,0.6385,0.9450640678405762,0.08639997243881226,0.06946327891637338,0.03969633233334337,0.1510613327845931,0.004922088574590709
dmsr_normal_s4.0,20260526,0.29594,0.34675205169475987,15.12005278723668,9.115542826535004,2.809292042651574,0.9225,0.9515,0.7028,0.5665,0.9371783137321472,0.043200016021728516,0.06582500725598947,0.04132697731256485,0.1417234819382429,0.00447857282586697
dmsr_normal_s6.0,20260526,0.200875,0.24644282851240099,18.08647409621982,10.44145997181902,2.975688468274215,0.9205,0.95,0.6969000000000001,0.508,0.9305089116096497,0.058600008487701416,0.0635974633416481,0.042461088725498745,0.13564301328733563,0.004493099999415469
dmsr_laplace_b0.5,20260526,0.92766,0.8516709024585747,25.18364708130717,12.5654043498492,3.366532369439711,0.552,0.593,0.1767,0.0595,0.9248952269554138,0.038599997758865356,0.17997270167106763,0.038962077881608694,0.4079514145851135,0.023467699312331045
dmsr_cosmix_w0.5,20260526,0.636185,0.6203926527882072,13.047792983176222,6.757482099020601,1.9200282127464523,0.897,0.9565,0.6597000000000001,0.588,0.9446894526481628,0.09820002317428589,0.06738772699063703,0.039241231445755274,0.146586820948869,0.0044371367248994134
dmsr_cosmix_w0.8,20260526,0.749615,0.7038190470726207,14.61190074060412,9.063773885476468,2.6537829142135263,0.905,0.9685,0.6515,0.545,0.9410204887390137,0.03839999437332153,0.07465556502284017,0.03915409158383097,0.16461897874251008,0.0046023705850957945
