schedule,seed,sigma,mse,bayes_mse,excess_mse,mode_error
linear_gamma_as_ve,20260526,0.01100994602298563,0.014436805620789528,0.00012013866944471374,0.014295784756541252,0.0
linear_gamma_as_ve,20260526,0.012121891142905695,0.018961157649755478,0.00014955850201658905,0.018815098330378532,0.000244140625
linear_gamma_as_ve,20260526,0.013346136717989924,0.02060415782034397,0.0001795902498997748,0.02043159306049347,0.0
linear_gamma_as_ve,20260526,0.01469402448804556,0.019513217732310295,0.00021717374329455197,0.019304916262626648,0.0
linear_gamma_as_ve,20260526,0.01617804164738105,0.01585734821856022,0.00026419066125527024,0.01551875565201044,0.0
linear_gamma_as_ve,20260526,0.01781193652952788,0.01075599156320095,0.00031827809289097786,0.010489155538380146,0.00048828125
linear_gamma_as_ve,20260526,0.019610845975494787,0.006981948856264353,0.0003837294061668217,0.006634231191128492,0.0
linear_gamma_as_ve,20260526,0.02159143556552824,0.0069565842859447,0.00046819253475405276,0.0064514195546507835,0.0
linear_gamma_as_ve,20260526,0.023772054013523794,0.00915195606648922,0.0005845538107678294,0.008477287366986275,0.0
linear_gamma_as_ve,20260526,0.02617290315443958,0.01216009072959423,0.0006726571591570973,0.011363028548657894,0.0
linear_gamma_as_ve,20260526,0.028816225099520986,0.015935324132442474,0.0008540459675714374,0.014904703944921494,0.000244140625
linear_gamma_as_ve,20260526,0.03172650829319295,0.020795628428459167,0.0009786845184862614,0.01967708207666874,0.000244140625
linear_gamma_as_ve,20260526,0.03493071438058602,0.023821676149964333,0.0012352478224784136,0.022704927250742912,0.00048828125
linear_gamma_as_ve,20260526,0.038458527987457976,0.0236715916544199,0.0014422968961298466,0.022358588874340057,0.00048828125
linear_gamma_as_ve,20260526,0.04234263172653941,0.023006994277238846,0.0018242516089230776,0.02102184295654297,0.00048828125
linear_gamma_as_ve,20260526,0.04661900897803576,0.022895334288477898,0.002155677415430546,0.020630819723010063,0.000244140625
linear_gamma_as_ve,20260526,0.0513272772493256,0.023265935480594635,0.002573816804215312,0.020900480449199677,0.000244140625
linear_gamma_as_ve,20260526,0.05651105520218928,0.023355592042207718,0.0031006955541670322,0.020715905353426933,0.00048828125
linear_gamma_as_ve,20260526,0.062218366747806474,0.0219320897012949,0.0038452392909675837,0.018302196636795998,0.000244140625
linear_gamma_as_ve,20260526,0.0685020859531673,0.019846858456730843,0.00475672259926796,0.015039118006825447,0.00048828125
linear_gamma_as_ve,20260526,0.07542042688062935,0.016543526202440262,0.005591358058154583,0.010718636214733124,0.0
linear_gamma_as_ve,20260526,0.0830374828986263,0.0120879877358675,0.0065380423329770565,0.005674334242939949,0.0
linear_gamma_as_ve,20260526,0.09142382045984675,0.011751825921237469,0.008125467225909233,0.00354317226447165,0.0
linear_gamma_as_ve,20260526,0.10065713284780411,0.014244276098906994,0.009667456150054932,0.004683159291744232,0.000244140625
linear_gamma_as_ve,20260526,0.11082295994828163,0.020390287041664124,0.011950762942433357,0.00797559879720211,0.0
