schedule,seed,lambda,mse,bayes_mse,excess_mse,mode_error
cosine_vp,20260526,-10.0,0.010801966302096844,7.45349025237374e-05,0.010745557956397533,0.49658203125
cosine_vp,20260526,-9.746835443037975,0.011876440607011318,9.670193685451522e-05,0.01182628981769085,0.489013671875
cosine_vp,20260526,-9.49367088607595,0.01765407808125019,0.0001248080370714888,0.017504962161183357,0.500244140625
cosine_vp,20260526,-9.240506329113924,0.01322365552186966,0.00015790566976647824,0.01305515505373478,0.50732421875
cosine_vp,20260526,-8.987341772151899,0.005197887308895588,0.00021102698519825935,0.004983966238796711,0.498046875
cosine_vp,20260526,-8.734177215189874,0.005147256888449192,0.0002653056872077286,0.004823280498385429,0.51806640625
cosine_vp,20260526,-8.481012658227847,0.006021919660270214,0.00034450559178367257,0.005728810094296932,0.499267578125
cosine_vp,20260526,-8.227848101265822,0.004184042569249868,0.0004289547505322844,0.0037726322188973427,0.49853515625
cosine_vp,20260526,-7.974683544303797,0.006117657758295536,0.0005798075580969453,0.005520982202142477,0.503173828125
cosine_vp,20260526,-7.7215189873417724,0.004868216346949339,0.0007436295854859054,0.004131423309445381,0.50732421875
cosine_vp,20260526,-7.468354430379747,0.001361000002361834,0.000915405573323369,0.0004679237026721239,0.49169921875
cosine_vp,20260526,-7.215189873417721,0.0016539600910618901,0.001185916131362319,0.0004680659039877355,0.485107421875
cosine_vp,20260526,-6.962025316455696,0.004089511465281248,0.0015204243827611208,0.002433146582916379,0.517578125
cosine_vp,20260526,-6.708860759493671,0.005040276329964399,0.0019668564200401306,0.00304268766194582,0.503662109375
cosine_vp,20260526,-6.455696202531645,0.007963065057992935,0.0024988045915961266,0.005482064560055733,0.510986328125
cosine_vp,20260526,-6.20253164556962,0.011518497951328754,0.0032389508560299873,0.008151691406965256,0.50439453125
cosine_vp,20260526,-5.949367088607595,0.006933874916285276,0.004063327796757221,0.002961974823847413,0.4775390625
cosine_vp,20260526,-5.69620253164557,0.006781570613384247,0.00547544751316309,0.0012562456540763378,0.49365234375
cosine_vp,20260526,-5.443037974683544,0.009424159303307533,0.006896370090544224,0.0024928837083280087,0.482421875
cosine_vp,20260526,-5.189873417721518,0.011599401943385601,0.008997781202197075,0.0023940429091453552,0.4853515625
cosine_vp,20260526,-4.936708860759493,0.013616970740258694,0.011797640472650528,0.0018740405794233084,0.45947265625
cosine_vp,20260526,-4.6835443037974684,0.017588375136256218,0.015311762690544128,0.0023225336335599422,0.466552734375
cosine_vp,20260526,-4.430379746835443,0.020058754831552505,0.01916048303246498,0.0008233415428549051,0.4677734375
cosine_vp,20260526,-4.177215189873417,0.025521814823150635,0.024813830852508545,0.0008952895877882838,0.447998046875
cosine_vp,20260526,-3.924050632911392,0.03222697228193283,0.031377747654914856,0.0010447793174535036,0.446044921875
cosine_vp,20260526,-3.670886075949367,0.04117150232195854,0.0389784574508667,0.0019804167095571756,0.4423828125
cosine_vp,20260526,-3.4177215189873413,0.05277441442012787,0.05112527310848236,0.002150104381144047,0.430908203125
cosine_vp,20260526,-3.1645569620253156,0.0685018002986908,0.06458784639835358,0.0038458420895040035,0.431640625
cosine_vp,20260526,-2.9113924050632907,0.0829351544380188,0.08196273446083069,0.0018357619410380721,0.406005859375
cosine_vp,20260526,-2.6582278481012658,0.10473699867725372,0.1041727364063263,0.0004762829630635679,0.40380859375
cosine_vp,20260526,-2.40506329113924,0.12897621095180511,0.12866786122322083,0.00043557200115174055,0.374267578125
cosine_vp,20260526,-2.1518987341772142,0.16240724921226501,0.16213075816631317,0.0005123608862049878,0.368896484375
cosine_vp,20260526,-1.8987341772151893,0.1924191564321518,0.19209077954292297,0.0007892678841017187,0.34814453125
cosine_vp,20260526,-1.6455696202531644,0.2378482222557068,0.23732969164848328,0.0006989972316659987,0.331787109375
cosine_vp,20260526,-1.3924050632911396,0.28829053044319153,0.2869627773761749,0.0009893357055261731,0.32666015625
cosine_vp,20260526,-1.139240506329113,0.3500148057937622,0.34782567620277405,0.003175900084897876,0.314697265625
cosine_vp,20260526,-0.886075949367088,0.40692609548568726,0.40358954668045044,0.002265417017042637,0.289794921875
cosine_vp,20260526,-0.6329113924050631,0.4708296060562134,0.4689059853553772,0.0008371775620616972,0.266845703125
cosine_vp,20260526,-0.37974683544303645,0.547619104385376,0.546709418296814,0.0009660174255259335,0.253173828125
cosine_vp,20260526,-0.12658227848101156,0.5949786901473999,0.5940071940422058,0.0005804165848530829,0.24658203125
cosine_vp,20260526,0.12658227848101333,0.6600692272186279,0.6593762040138245,0.00040470482781529427,0.20556640625
cosine_vp,20260526,0.3797468354430382,0.7172285318374634,0.7167729139328003,0.0005501322448253632,0.18017578125
cosine_vp,20260526,0.6329113924050631,0.7667935490608215,0.7653061151504517,0.0009126770310103893,0.1748046875
cosine_vp,20260526,0.8860759493670898,0.7940320372581482,0.7920709848403931,0.0008816272020339966,0.170654296875
cosine_vp,20260526,1.1392405063291147,0.8108772039413452,0.8100473880767822,0.001194972894154489,0.148193359375
cosine_vp,20260526,1.3924050632911396,0.8568634986877441,0.8557178974151611,0.0011078552342951298,0.14013671875
cosine_vp,20260526,1.6455696202531662,0.9131274223327637,0.9107007384300232,0.0010712186340242624,0.142333984375
cosine_vp,20260526,1.898734177215191,0.8975039124488831,0.8955883383750916,0.0012181773781776428,0.127685546875
cosine_vp,20260526,2.151898734177216,0.90666663646698,0.9044615626335144,0.0014746368397027254,0.1318359375
cosine_vp,20260526,2.405063291139241,0.9387704730033875,0.9372597932815552,0.0011845873668789864,0.13134765625
cosine_vp,20260526,2.6582278481012658,0.9080173373222351,0.9064904451370239,0.0007396629662252963,0.10986328125
cosine_vp,20260526,2.9113924050632924,0.9798604846000671,0.9796668887138367,0.001141680870205164,0.120361328125
cosine_vp,20260526,3.1645569620253173,0.9519312381744385,0.9524434804916382,0.0012568393722176552,0.1083984375
cosine_vp,20260526,3.417721518987342,0.9582438468933105,0.9573761224746704,0.0008122291183099151,0.11865234375
cosine_vp,20260526,3.670886075949369,0.9816486835479736,0.9808129072189331,0.0009441736619919538,0.101806640625
cosine_vp,20260526,3.9240506329113938,0.9890872240066528,0.9890096187591553,0.0009722097893245518,0.101806640625
cosine_vp,20260526,4.177215189873419,0.9714887738227844,0.9704660177230835,0.0007669070037081838,0.1015625
cosine_vp,20260526,4.4303797468354436,0.9743040800094604,0.9744930863380432,0.0008846853161230683,0.10205078125
cosine_vp,20260526,4.6835443037974684,1.0011929273605347,0.9995232224464417,0.0010769779328256845,0.103515625
cosine_vp,20260526,4.936708860759495,0.985044002532959,0.9843990206718445,0.0008984955493360758,0.105224609375
cosine_vp,20260526,5.18987341772152,1.022379994392395,1.0214030742645264,0.0006767719169147313,0.107666015625
cosine_vp,20260526,5.443037974683545,0.9513140916824341,0.9496324062347412,0.0006676425691694021,0.109619140625
cosine_vp,20260526,5.6962025316455716,0.9650493860244751,0.9635184407234192,0.0005086041637696326,0.10693359375
cosine_vp,20260526,5.949367088607596,0.9970574378967285,0.9972447156906128,0.0005220570019446313,0.1015625
cosine_vp,20260526,6.202531645569621,1.0197491645812988,1.0192713737487793,0.0006601741770282388,0.10205078125
cosine_vp,20260526,6.455696202531648,0.9917895793914795,0.991338849067688,0.0005831492599099874,0.1025390625
cosine_vp,20260526,6.708860759493671,0.9910742044448853,0.988945722579956,0.0005064599681645632,0.1005859375
cosine_vp,20260526,6.962025316455698,0.975406289100647,0.9749108552932739,0.0005168507341295481,0.11181640625
cosine_vp,20260526,7.215189873417721,0.973135769367218,0.9727561473846436,0.0005234692944213748,0.105712890625
cosine_vp,20260526,7.4683544303797476,0.9881737232208252,0.9878439903259277,0.00047655345406383276,0.105712890625
cosine_vp,20260526,7.721518987341774,0.9602406024932861,0.9599357843399048,0.0005018027732148767,0.104248046875
cosine_vp,20260526,7.974683544303797,1.0079517364501953,1.006996989250183,0.00048791832523420453,0.10888671875
cosine_vp,20260526,8.227848101265824,1.0158190727233887,1.016191840171814,0.0003913436084985733,0.104248046875
cosine_vp,20260526,8.48101265822785,1.0239174365997314,1.0240089893341064,0.0003614985034801066,0.103759765625
cosine_vp,20260526,8.734177215189874,1.0289400815963745,1.0287431478500366,0.000316907768137753,0.107421875
cosine_vp,20260526,8.9873417721519,1.003788948059082,1.0035582780838013,0.0003200124192517251,0.105712890625
cosine_vp,20260526,9.240506329113927,1.016229510307312,1.015312910079956,0.00027529377257451415,0.1083984375
cosine_vp,20260526,9.49367088607595,0.9864853024482727,0.9860502481460571,0.00026652426458895206,0.098876953125
cosine_vp,20260526,9.746835443037977,1.0348525047302246,1.0339057445526123,0.0002543157897889614,0.104736328125
cosine_vp,20260526,10.0,1.022364616394043,1.022033929824829,0.0002489743637852371,0.1015625
uniform_lambda,20260526,-10.0,0.0017186059849336743,7.45349025237374e-05,0.0016318117268383503,0.508056640625
uniform_lambda,20260526,-9.746835443037975,0.001073533552698791,9.670193685451522e-05,0.000974014401435852,0.493408203125
uniform_lambda,20260526,-9.49367088607595,0.0007200485561043024,0.0001248080370714888,0.0005956088425591588,0.498291015625
uniform_lambda,20260526,-9.240506329113924,0.00157030182890594,0.00015790566976647824,0.0014348471304401755,0.49072265625
uniform_lambda,20260526,-8.987341772151899,0.0012270910665392876,0.00021102698519825935,0.0010207153391093016,0.49853515625
uniform_lambda,20260526,-8.734177215189874,0.0008530142367817461,0.0002653056872077286,0.0005973060033284128,0.495849609375
uniform_lambda,20260526,-8.481012658227847,0.0016906557139009237,0.00034450559178367257,0.001314933761022985,0.5
uniform_lambda,20260526,-8.227848101265822,0.001227266970090568,0.0004289547505322844,0.0007901022909209132,0.48779296875
uniform_lambda,20260526,-7.974683544303797,0.0011259529273957014,0.0005798075580969453,0.0005563882878050208,0.48974609375
uniform_lambda,20260526,-7.7215189873417724,0.0022321860305964947,0.0007436295854859054,0.0015174919972196221,0.49951171875
uniform_lambda,20260526,-7.468354430379747,0.0021496727131307125,0.000915405573323369,0.0012071379460394382,0.506591796875
uniform_lambda,20260526,-7.215189873417721,0.001977595267817378,0.001185916131362319,0.00076341099338606,0.50439453125
uniform_lambda,20260526,-6.962025316455696,0.002078381599858403,0.0015204243827611208,0.0005565717001445591,0.497314453125
uniform_lambda,20260526,-6.708860759493671,0.0027060555294156075,0.0019668564200401306,0.0007588292937725782,0.50732421875
uniform_lambda,20260526,-6.455696202531645,0.00391776580363512,0.0024988045915961266,0.001490914961323142,0.503662109375
uniform_lambda,20260526,-6.20253164556962,0.003763509215787053,0.0032389508560299873,0.0005011985776945949,0.52001953125
uniform_lambda,20260526,-5.949367088607595,0.004823718219995499,0.004063327796757221,0.0007783924811519682,0.508056640625
uniform_lambda,20260526,-5.69620253164557,0.006045766174793243,0.00547544751316309,0.0006261658854782581,0.501953125
uniform_lambda,20260526,-5.443037974683544,0.007468563504517078,0.006896370090544224,0.0006010627839714289,0.514892578125
uniform_lambda,20260526,-5.189873417721518,0.010045614093542099,0.008997781202197075,0.0013697203248739243,0.50244140625
uniform_lambda,20260526,-4.936708860759493,0.012577734887599945,0.011797640472650528,0.0009099606540985405,0.495361328125
uniform_lambda,20260526,-4.6835443037974684,0.016497742384672165,0.015311762690544128,0.001204126630909741,0.509521484375
uniform_lambda,20260526,-4.430379746835443,0.021947097033262253,0.01916048303246498,0.003097090171650052,0.496826171875
uniform_lambda,20260526,-4.177215189873417,0.026543941348791122,0.024813830852508545,0.0017534007783979177,0.490966796875
uniform_lambda,20260526,-3.924050632911392,0.032586850225925446,0.031377747654914856,0.0011321327183395624,0.4990234375
uniform_lambda,20260526,-3.670886075949367,0.04042933136224747,0.0389784574508667,0.001570078544318676,0.5068359375
uniform_lambda,20260526,-3.4177215189873413,0.052499908953905106,0.05112527310848236,0.0009572702692821622,0.427978515625
uniform_lambda,20260526,-3.1645569620253156,0.06522192806005478,0.06458784639835358,0.0005612996174022555,0.4169921875
uniform_lambda,20260526,-2.9113924050632907,0.08413457870483398,0.08196273446083069,0.001593700610101223,0.407958984375
uniform_lambda,20260526,-2.6582278481012658,0.10543352365493774,0.1041727364063263,0.0009808419272303581,0.404296875
uniform_lambda,20260526,-2.40506329113924,0.12924890220165253,0.12866786122322083,0.0005191524396650493,0.374267578125
uniform_lambda,20260526,-2.1518987341772142,0.16300177574157715,0.16213075816631317,0.0008919982356019318,0.3681640625
uniform_lambda,20260526,-1.8987341772151893,0.19205811619758606,0.19209077954292297,0.000607330643106252,0.3515625
uniform_lambda,20260526,-1.6455696202531644,0.23832297325134277,0.23732969164848328,0.001085989992134273,0.332275390625
uniform_lambda,20260526,-1.3924050632911396,0.28942811489105225,0.2869627773761749,0.002147992607206106,0.32568359375
uniform_lambda,20260526,-1.139240506329113,0.3487207889556885,0.34782567620277405,0.0018618630710989237,0.313720703125
uniform_lambda,20260526,-0.886075949367088,0.40423476696014404,0.40358954668045044,0.0006728832377120852,0.291015625
uniform_lambda,20260526,-0.6329113924050631,0.47128409147262573,0.4689059853553772,0.0011877564247697592,0.265869140625
uniform_lambda,20260526,-0.37974683544303645,0.5467283725738525,0.546709418296814,0.000794139807112515,0.2529296875
uniform_lambda,20260526,-0.12658227848101156,0.5965300798416138,0.5940071940422058,0.0012649078853428364,0.245849609375
