schedule,seed,coverage_m,expected_s_norm,mean_mse,mean_bayes_mse,mean_excess_mse,transition_mse,transition_bayes_mse,transition_excess_mse,low_noise_mse,high_noise_mse,mean_mode_error,transition_mode_error
cosine_vp,20260526,0.58633,0.5707553532424311,0.5241171426285292,0.5219610106174514,0.0021037927119323284,0.5002243411209848,0.4990213703778055,0.0009916629674585743,0.9824084567301201,0.017443248207263392,0.2777679443359375,0.2603624131944444
uniform_lambda,20260526,0.222655,0.25927788490830816,0.5233103919505083,0.5219610106174514,0.0014361743422341533,0.5010482908950912,0.4990213703778055,0.0018953896457484614,0.9828820517568877,0.014167393515576962,0.2816986083984375,0.2605658637152778
hang_laplace_lambda_b0.5,20260526,0.98233,0.9238018774287825,0.6655664289370179,0.5219610106174514,0.1434753952329629,0.5017228730850749,0.4990213703778055,0.0024660601532862834,0.9845976576660619,0.404226892981036,0.28662109375,0.2610677083333333
dmsr_normal_wide_s1.5,20260526,0.856495,0.7747574432531708,0.5808880340424366,0.5219610106174514,0.05889362372181495,0.5012314017448161,0.4990213703778055,0.0021327012412560484,0.9835022633725946,0.17218285519629717,0.2807708740234375,0.2608778211805556
dmsr_normal_mid_s0.8,20260526,0.992375,0.9117659259479306,0.6549328743247316,0.5219610106174514,0.13282646838852089,0.5022454116907384,0.4990213703778055,0.0028785428569083,0.9886012998494235,0.3700127462246295,0.285009765625,0.2610270182291667
dmsr_normal_narrow_s0.3,20260526,1.0,0.9855049981435174,0.6316346393432468,0.5219610106174514,0.11019663350452902,0.5256916019651625,0.4990213703778055,0.02605043934373599,1.1972558317762432,0.053754478050716994,0.2763519287109375,0.2615017361111111
dmsr_laplace_b0.5,20260526,0.987085,0.9349749014799497,0.6231444702949375,0.5219610106174514,0.10109144874004414,0.5022800630993314,0.4990213703778055,0.0029588123369548055,0.984829994765195,0.2865905745019173,0.284307861328125,0.2602132161458333
cosine_vp,20260527,0.583865,0.5703882172955687,0.5246864335756982,0.5237991246602178,0.0008620308875833871,0.49620649301343495,0.49566154388917816,0.0005713290908412697,0.9883764115246859,0.014716421775840994,0.2825164794921875,0.2596842447916667
uniform_lambda,20260527,0.223995,0.25924361496354664,0.5248787235439523,0.5237991246602178,0.0011163175639012479,0.4962368897265858,0.49566154388917816,0.0006846539310774662,0.9884406454635389,0.015154916142787913,0.2796539306640625,0.2594401041666667
hang_laplace_lambda_b0.5,20260527,0.982365,0.923486525799716,0.6916554737836123,0.5237991246602178,0.1678482275974602,0.4976792182359431,0.49566154388917816,0.0019335680966226694,0.9917518550699408,0.47056554334944695,0.2891265869140625,0.2600368923611111
dmsr_normal_wide_s1.5,20260527,0.856885,0.7741888687878002,0.5749515107716434,0.5237991246602178,0.05103279973482131,0.49711288718713653,0.49566154388917816,0.0013599090323421275,0.989407170902599,0.1516431811233533,0.2865966796875,0.2596571180555556
dmsr_normal_mid_s0.8,20260527,0.9925,0.9115485061447439,0.7142077696043998,0.5237991246602178,0.1904014230682151,0.49686649483111167,0.49566154388917816,0.0011021034992558674,0.99171802853093,0.5333217144783201,0.2921844482421875,0.2595757378472222
dmsr_normal_narrow_s0.3,20260527,1.0,0.9854685137377975,0.6586678464431316,0.5237991246602178,0.13472703064180677,0.5239816597766347,0.49566154388917816,0.028235214691246964,1.1622114073146472,0.16926832407199102,0.2901611328125,0.2638753255208333
dmsr_laplace_b0.5,20260527,0.98691,0.9346927512795179,0.6642154797445983,0.5237991246602178,0.14044573128157936,0.4971973771850268,0.49566154388917816,0.0016743198939366266,0.994574324651198,0.39195630609475335,0.2895477294921875,0.2598876953125
cosine_vp,20260528,0.585275,0.5711703091574019,0.5196695166087011,0.5173628321081196,0.002540126070744009,0.48610693133539623,0.484319312704934,0.002023000084187111,0.9799271316239329,0.01676004210583352,0.2865264892578125,0.2629258897569444
uniform_lambda,20260528,0.22341,0.25931638246035393,0.519217445605318,0.5173628321081196,0.002016022985935706,0.4865797439383136,0.484319312704934,0.002649871166795492,0.978812140045744,0.016488263311249942,0.2896240234375,0.2608371310763889
hang_laplace_lambda_b0.5,20260528,0.981535,0.9237059897207104,0.6490246890578419,0.5173628321081196,0.13152500575397424,0.4861537317434947,0.484319312704934,0.0016260745057176489,0.9813086571115436,0.3720007678815003,0.28841552734375,0.2624918619791667
dmsr_normal_wide_s1.5,20260528,0.855645,0.7734843295167333,0.5683922100113705,0.5173628321081196,0.05118167380787782,0.4848536062571738,0.484319312704934,0.0005623605732883638,0.9803306478442568,0.15148622446275992,0.283428955078125,0.2614474826388889
dmsr_normal_mid_s0.8,20260528,0.99207,0.9111338599445925,0.7060032357927412,0.5173628321081196,0.1886361573321665,0.48490292413367164,0.484319312704934,0.00056696122798409,0.9822302045244159,0.528910671714051,0.28927001953125,0.2610948350694444
dmsr_normal_narrow_s0.3,20260528,1.0,0.985389164801079,0.6964496436528862,0.5173628321081196,0.17809632402131684,0.5092857976754507,0.484319312704934,0.02494681875881118,1.160101016362508,0.28501702048655214,0.2841094970703125,0.2628038194444444
dmsr_laplace_b0.5,20260528,0.98645,0.9349407089638929,0.6080530660692602,0.5173628321081196,0.09049122382393762,0.4860391393303871,0.484319312704934,0.0015813862866909606,0.982337910117525,0.2578755084039836,0.2874847412109375,0.2626410590277778
