schedule,seed,lambda,mse
cosine_vp,20260526,-10.0,0.00019989971769973636
cosine_vp,20260526,-9.487179487179487,0.00023166586470324546
cosine_vp,20260526,-8.974358974358974,0.0002502747520338744
cosine_vp,20260526,-8.461538461538462,0.0002623020554892719
cosine_vp,20260526,-7.948717948717949,0.0002784188836812973
cosine_vp,20260526,-7.435897435897436,0.0003312723129056394
cosine_vp,20260526,-6.923076923076923,0.00042071007192134857
cosine_vp,20260526,-6.410256410256411,0.0006060940213501453
cosine_vp,20260526,-5.897435897435898,0.00089061981998384
cosine_vp,20260526,-5.384615384615385,0.0012816465459764004
cosine_vp,20260526,-4.871794871794872,0.0020877381321042776
cosine_vp,20260526,-4.3589743589743595,0.0031148975249379873
cosine_vp,20260526,-3.8461538461538467,0.004496580455452204
cosine_vp,20260526,-3.333333333333334,0.007112572435289621
cosine_vp,20260526,-2.820512820512821,0.009353519417345524
cosine_vp,20260526,-2.3076923076923084,0.011479325592517853
cosine_vp,20260526,-1.7948717948717956,0.013401609845459461
cosine_vp,20260526,-1.2820512820512828,0.0164031982421875
cosine_vp,20260526,-0.76923076923077,0.017652694135904312
cosine_vp,20260526,-0.2564102564102573,0.02193654328584671
cosine_vp,20260526,0.2564102564102555,0.02532336674630642
cosine_vp,20260526,0.7692307692307683,0.030717328190803528
cosine_vp,20260526,1.282051282051281,0.03682732582092285
cosine_vp,20260526,1.7948717948717938,0.04314512386918068
cosine_vp,20260526,2.3076923076923066,0.05339028313755989
cosine_vp,20260526,2.8205128205128194,0.062320124357938766
cosine_vp,20260526,3.333333333333332,0.06980372220277786
cosine_vp,20260526,3.846153846153845,0.0820852741599083
cosine_vp,20260526,4.358974358974358,0.0924239456653595
cosine_vp,20260526,4.8717948717948705,0.09584194421768188
cosine_vp,20260526,5.384615384615383,0.10474909096956253
cosine_vp,20260526,5.897435897435896,0.10880088806152344
cosine_vp,20260526,6.410256410256409,0.11669537425041199
cosine_vp,20260526,6.92307692307692,0.12111101299524307
cosine_vp,20260526,7.435897435897434,0.12931358814239502
cosine_vp,20260526,7.948717948717949,0.13329674303531647
cosine_vp,20260526,8.46153846153846,0.14672768115997314
cosine_vp,20260526,8.974358974358971,0.16115063428878784
cosine_vp,20260526,9.487179487179485,0.1800854504108429
cosine_vp,20260526,10.0,0.2133401781320572
hang_laplace_b0.5,20260526,-10.0,0.019761547446250916
hang_laplace_b0.5,20260526,-9.487179487179487,0.019480815157294273
hang_laplace_b0.5,20260526,-8.974358974358974,0.018469631671905518
hang_laplace_b0.5,20260526,-8.461538461538462,0.0165561456233263
hang_laplace_b0.5,20260526,-7.948717948717949,0.013901818543672562
hang_laplace_b0.5,20260526,-7.435897435897436,0.01083850022405386
hang_laplace_b0.5,20260526,-6.923076923076923,0.00760494451969862
hang_laplace_b0.5,20260526,-6.410256410256411,0.005169667769223452
hang_laplace_b0.5,20260526,-5.897435897435898,0.0037054759450256824
hang_laplace_b0.5,20260526,-5.384615384615385,0.003139513311907649
hang_laplace_b0.5,20260526,-4.871794871794872,0.0032923712860792875
hang_laplace_b0.5,20260526,-4.3589743589743595,0.004250198602676392
hang_laplace_b0.5,20260526,-3.8461538461538467,0.005801091436296701
hang_laplace_b0.5,20260526,-3.333333333333334,0.0077171605080366135
hang_laplace_b0.5,20260526,-2.820512820512821,0.010196585208177567
hang_laplace_b0.5,20260526,-2.3076923076923084,0.012309721671044827
hang_laplace_b0.5,20260526,-1.7948717948717956,0.014569089747965336
hang_laplace_b0.5,20260526,-1.2820512820512828,0.015290634706616402
hang_laplace_b0.5,20260526,-0.76923076923077,0.01826910860836506
hang_laplace_b0.5,20260526,-0.2564102564102573,0.02028067409992218
hang_laplace_b0.5,20260526,0.2564102564102555,0.023875514045357704
hang_laplace_b0.5,20260526,0.7692307692307683,0.02849525772035122
hang_laplace_b0.5,20260526,1.282051282051281,0.03436637297272682
hang_laplace_b0.5,20260526,1.7948717948717938,0.04457926005125046
hang_laplace_b0.5,20260526,2.3076923076923066,0.05748170614242554
hang_laplace_b0.5,20260526,2.8205128205128194,0.06787008792161942
hang_laplace_b0.5,20260526,3.333333333333332,0.08388672769069672
hang_laplace_b0.5,20260526,3.846153846153845,0.10739254951477051
