t,lambda_t,R_t
0.61125,-0.7136857535259747,3.4403862686955935
0.61175,-0.7170304568304111,3.436524455331422
0.61225,-0.7203770848848114,3.432660522146305
0.61275,-0.723725648172704,3.4287944715237098
0.61325,-0.7270761572053689,3.424926305848409
0.61375,-0.7304286225220318,3.421056027506484
0.61425,-0.7337830546900507,3.417183638885316
0.61475,-0.7371394643051123,3.4133091423735884
0.61525,-0.7404978619914161,3.409432540361286
0.61575,-0.7438582584018729,3.4055538352396906
0.61625,-0.7472206642182958,3.4016730294013846
0.61675,-0.7505850901515985,3.3977901252402405
0.61725,-0.7539515469419873,3.393905125151433
0.61775,-0.7573200453591623,3.390018031531421
0.61825,-0.760690596202512,3.3861288467779627
0.61875,-0.7640632103013167,3.3822375732901
0.61925,-0.7674378985149451,3.378344213468169
0.61975,-0.7708146717330625,3.3744487697137857
0.62025,-0.7741935408758228,3.37055124442986
0.62075,-0.7775745168940864,3.3666516400205766
0.62125,-0.7809576107696113,3.3627499588914116
0.62175,-0.7843428335152737,3.3588462034491147
0.62225,-0.7877301961752627,3.354940376101721
0.62275,-0.791119709825299,3.3510324792585386
0.62325,-0.7945113855728378,3.3471225153301565
0.62375,-0.7979052345572869,3.3432104867284353
0.62425,-0.8013012679502115,3.339296395866513
0.62475,-0.8046994969555558,3.3353802451587953
0.62525,-0.808099932809852,3.3314620370209624
0.62575,-0.8115025867824407,3.3275417738699606
0.62625,-0.8149074701756844,3.323619458124006
0.62675,-0.8183145943251922,3.3196950922025796
0.62725,-0.8217239706000325,3.315768678526429
0.62775,-0.8251356104029623,3.3118402195175616
0.62825,-0.8285495251706443,3.3079097175992485
0.62875,-0.8319657263738732,3.30397717519602
0.62925,-0.8353842255178001,3.30004259473367
0.62975,-0.8388050341421636,3.296105978639239
0.63025,-0.8422281638215101,3.2921673293410345
0.63075,-0.8456536261654328,3.288226649268611
0.63125,-0.8490814328187936,3.2842839408527804
0.63175,-0.8525115954619633,3.2803392065255994
0.63225,-0.85594412581105,3.276392448720382
0.63275,-0.8593790356181374,3.272443669871685
0.63325,-0.8628163366715198,3.268492872415314
0.63375,-0.8662560407959425,3.264540058788318
0.63425,-0.8696981598528373,3.2605852314289936
0.63475,-0.8731427057405691,3.256628392776876
0.63525,-0.8765896903946735,3.252669545272741
0.63575,-0.8800391257881056,3.2487086913586047
0.63625,-0.8834910239314803,3.244745833477723
0.63675,-0.8869453968733242,3.2407809740745837
0.63725,-0.8904022567003227,3.2368141155949113
0.63775,-0.8938616155375694,3.2328452604856643
0.63825,-0.8973234855488181,3.2288744111950316
0.63875,-0.900787878936738,3.224901570172433
0.63925,-0.9042548079431669,3.2209267398685166
0.63975,-0.9077242848493708,3.216949922735155
0.64025,-0.9111963219762959,3.212971121225452
0.64075,-0.9146709316848355,3.208990337793731
0.64125,-0.9181481263760893,3.2050075748955393
0.64175,-0.9216279184916252,3.201022834987644
0.64225,-0.9251103205137439,3.197036120528035
0.64275,-0.9285953449657494,3.1930474339759165
0.64325,-0.9320830044122146,3.1890567777917114
0.64375,-0.9355733114592509,3.1850641544370566
0.64425,-0.9390662787547801,3.1810695663748043
0.64475,-0.9425619189888133,3.1770730160690146
0.64525,-0.9460602448937171,3.173074505984962
0.64575,-0.9495612692444985,3.169074038589128
0.64625,-0.9530650048590807,3.1650716163492025
0.64675,-0.9565714645985864,3.1610672417340786
0.64725,-0.9600806613676133,3.157060917213859
0.64775,-0.9635926081145298,3.153052645259845
0.64825,-0.9671073178317533,3.1490424283445386
0.64875,-0.9706248035560426,3.145030268941643
0.64925,-0.9741450783687833,3.141016169526061
0.64975,-0.9776681553962859,3.137000132573892
0.65025,-0.9811940478100775,3.1329821605624275
0.65075,-0.9847227688271979,3.1289622559701527
0.65125,-0.9882543317104944,3.12494042127675
0.65175,-0.9917887497689287,3.1209166589630883
0.65225,-0.9953260363578745,3.1168909715112263
0.65275,-0.9988662048794227,3.112863361404408
0.65325,-1.0024092687826835,3.108833831127071
0.65375,-1.0059552415641069,3.104802383164826
0.65425,-1.0095041367677762,3.1007690200044773
0.65475,-1.0130559679857345,3.0967337441340024
0.65525,-1.0166107488582912,3.0926965580425647
0.65575,-1.0201684930743433,3.088657464220501
0.65625,-1.0237292143716896,3.0846164651593306
0.65675,-1.0272929265373572,3.080573563351743
0.65725,-1.0308596434079214,3.0765287612916024
0.65775,-1.0344293788698316,3.0724820614739476
0.65825,-1.038002146859741,3.068433466394984
0.65875,-1.0415779613648308,3.064382978552092
0.65925,-1.045156836423154,3.060330600443812
0.65975,-1.0487387861239565,3.056276334569856
0.66025,-1.0523238246080233,3.0522201834311002
0.66075,-1.0559119660680132,3.0481621495295825
0.66125,-1.0595032247488065,3.0441022353685
0.66175,-1.0630976149478397,3.040040443452212
0.66225,-1.0666951510154592,3.035976776286238
0.66275,-1.070295847355269,3.0319112363772502
0.66325,-1.0738997184244812,3.0278438262330774
0.66375,-1.077506778734267,3.023774548362706
0.66425,-1.0811170428501191,3.0197034052762675
0.66475,-1.0847305253922073,3.015630399485048
0.66525,-1.0883472410357398,3.0115555335014816
0.66575,-1.0919672045113242,3.0074788098391525
0.66625,-1.0955904306053428,3.003400231012788
0.66675,-1.0992169341603126,2.9993197995382608
0.66725,-1.102846730075264,2.9952375179325834
0.66775,-1.1064798333061079,2.991153388713917
0.66825,-1.110116258866024,2.9870674144015523
0.66875,-1.1137560218258284,2.9829795975159272
0.66925,-1.117399137314366,2.9788899405786102
0.66975,-1.1210456205188872,2.974798446112311
0.67025,-1.12469548668545,2.9707051166408625
0.67075,-1.1283487511192922,2.9666099546892433
0.67125,-1.1320054291852415,2.962512962783551
0.67175,-1.1356655363081052,2.9584141434510163
0.67225,-1.1393290879730704,2.954313499219996
0.67275,-1.1429960997261068,2.9502110326199755
0.67325,-1.1466665871743724,2.9461067461815627
0.67375,-1.1503405659866242,2.9420006424364864
0.67425,-1.1540180518936285,2.9378927239175954
0.67475,-1.1576990606885704,2.9337829931588644
0.67525,-1.161383608227481,2.929671452695381
0.67575,-1.1650717104296524,2.9255581050633483
0.67625,-1.1687633832780622,2.921442952800086
0.67675,-1.1724586428197996,2.917325998444027
0.67725,-1.1761575051664996,2.913207244534717
0.67775,-1.1798599864947728,2.909086693612809
0.67825,-1.1835661030466444,2.9049643482200658
0.67875,-1.1872758711299904,2.9008402108993585
0.67925,-1.1909893071189896,2.8967142841946583
0.67975,-1.1947064274545578,2.89258657065105
0.68025,-1.1984272486448084,2.888457072814711
0.68075,-1.202151787265502,2.8843257932329234
0.68125,-1.205880059960503,2.8801927344540674
0.68175,-1.209612083442239,2.8760578990276224
0.68225,-1.2133478744921662,2.8719212895041637
0.68275,-1.2170874499612383,2.867782908435358
0.68325,-1.2208308267703747,2.8636427583739668
0.68375,-1.2245780219109355,2.8595008418738437
0.68425,-1.2283290524452013,2.855357161489931
0.68475,-1.2320839355068538,2.851211719778258
0.68525,-1.2358426883014637,2.8470645192959405
0.68575,-1.2396053281069734,2.842915562601183
0.68625,-1.2433718722741998,2.8387648522532687
0.68675,-1.2471423382273241,2.834612390812564
0.68725,-1.2509167434643964,2.830458180840516
0.68775,-1.2546951055578346,2.8263022248996523
0.68825,-1.2584774421549454,2.8221445255535698
0.68875,-1.2622637709784206,2.817985085366953
0.68925,-1.2660541098268665,2.813823906905549
0.68975,-1.2698484765753202,2.809660992736184
0.69025,-1.2736468891757733,2.805496345426751
0.69075,-1.2774493656577006,2.801329967546215
0.69125,-1.2812559241285961,2.7971618616646072
0.69175,-1.2850665827745087,2.7929920303530245
0.69225,-1.2888813598605837,2.7888204761836266
0.69275,-1.292700273731606,2.7846472017296406
0.69325,-1.2965233428125553,2.78047220956535
0.69375,-1.3003505856091577,2.7762955022661013
0.69425,-1.3041820207084465,2.7721170824082946
0.69475,-1.3080176667793197,2.7679369525693915
0.69525,-1.3118575425731167,2.7637551153279074
0.69575,-1.3157016669241852,2.7595715732634067
0.69625,-1.3195500587504614,2.7553863289565084
0.69675,-1.3234027370540449,2.751199384988885
0.69725,-1.3272597209217978,2.747010743943249
0.69775,-1.331121029525922,2.7428204084033676
0.69825,-1.3349866821245637,2.7386283809540504
0.69875,-1.3388566980624137,2.73443466418115
0.69925,-1.3427310967713109,2.73023926067156
0.69975,-1.3466098977708498,2.7260421730132194
0.70025,-1.350493120669005,2.7218434037951003
0.70075,-1.354380785162743,2.717642955607216
0.70125,-1.358272911038655,2.7134408310406113
0.70175,-1.3621695181735802,2.7092370326873714
0.70225,-1.366070626535249,2.7050315631406088
0.70275,-1.3699762561829205,2.700824424994467
0.70325,-1.3738864272680318,2.6966156208441205
0.70375,-1.3778011600348437,2.6924051532857742
0.70425,-1.381720474821106,2.6881930249166532
0.70475,-1.385644392058717,2.6839792383350103
0.70525,-1.3895729322743904,2.67976379614012
0.70575,-1.3935061160903282,2.6755467009322826
0.70625,-1.3974439642249095,2.6713279553128086
0.70675,-1.4013864974933596,2.6671075618840376
0.70725,-1.4053337368084586,2.6628855232493156
0.70775,-1.4092857031812207,2.658661842013014
0.70825,-1.413242417721616,2.6544365207805054
0.70875,-1.4172039016392604,2.650209562158184
0.70925,-1.4211701762441424,2.645980968753449
0.70975,-1.4251412629473403,2.64175074317471
0.71025,-1.4291171832617482,2.6375188880313805
0.71075,-1.4330979588028063,2.633285405933884
0.71125,-1.4370836112892478,2.6290502994936444
0.71175,-1.441074162543835,2.624813571323089
0.71225,-1.4450696344941216,2.62057522403564
0.71275,-1.4490700491731971,2.616335260245729
0.71325,-1.453075428720466,2.612093682568775
0.71375,-1.4570857953824103,2.607850493621198
0.71425,-1.461101171513371,2.6036056960204075
0.71475,-1.4651215795763273,2.5993592923848134
0.71525,-1.4691470421437007,2.595111285333804
0.71575,-1.4731775818981367,2.590861677487768
0.71625,-1.4772132216333251,2.5866104714680738
0.71675,-1.4812539842547985,2.582357669897084
0.71725,-1.4852998927807688,2.5781032753981346
0.71775,-1.489350970342934,2.5738472905955536
0.71825,-1.4934072401873282,2.5695897181146443
0.71875,-1.4974687256751535,2.565330560581693
0.71925,-1.5015354502836327,2.561069820623961
0.71975,-1.5056074376068636,2.5568075008696853
0.72025,-1.5096847113566805,2.5525436039480818
0.72075,-1.5137672953635308,2.5482781324893353
0.72125,-1.5178552135773486,2.544011089124602
0.72175,-1.5219484900684446,2.5397424764860084
0.72225,-1.5260471490283956,2.535472297206653
0.72275,-1.5301512147709577,2.5312005539205904
0.72325,-1.5342607117329623,2.5269272492628523
0.72375,-1.538375664475246,2.5226523858694256
0.72425,-1.5424960976835747,2.5183759663772602
0.72475,-1.5466220361695766,2.514097993424267
0.72525,-1.550753504871685,2.5098184696493147
0.72575,-1.5548905288560955,2.5055373976922293
0.72625,-1.559033133317723,2.5012547801937894
0.72675,-1.5631813435811728,2.4969706197957295
0.72725,-1.567335185101714,2.4926849191407365
0.72775,-1.5714946834662757,2.488397680872443
0.72825,-1.575659864394434,2.4841089076354357
0.72875,-1.5798307537394247,2.479818602075243
0.72925,-1.5840073774891488,2.475526766838343
0.72975,-1.5881897617672054,2.4712334045721542
0.73025,-1.5923779328339198,2.466938517925039
0.73075,-1.5965719170873878,2.4626421095462967
